# Область, мм = (10.000,91.000,0.000)
# Шаг, мм = (0.800,1.000,0.001)
# Передача, шагов/мм = (100,100,100)
# Чувствительность, мкВ/мТл = 111.600

-0.910	-0.090	0.000	-0.054
-0.110	-0.090	0.000	-0.060
0.690	-0.090	0.000	-0.058
1.490	-0.090	0.000	-0.066
2.290	-0.090	0.000	-0.069
3.090	-0.090	0.000	-0.074
3.890	-0.090	0.000	-0.071
4.690	-0.090	0.000	-0.072
5.490	-0.090	0.000	-0.073
6.290	-0.090	0.000	-0.069
7.090	-0.090	0.000	-0.065
7.890	-0.090	0.000	-0.064
8.690	-0.090	0.000	-0.061
9.490	-0.090	0.000	-0.059
-0.910	0.910	0.000	-0.055
-0.110	0.910	0.000	-0.064
0.690	0.910	0.000	-0.077
1.490	0.910	0.000	-0.070
2.290	0.910	0.000	-0.084
3.090	0.910	0.000	-0.083
3.890	0.910	0.000	-0.082
4.690	0.910	0.000	-0.088
5.490	0.910	0.000	-0.091
6.290	0.910	0.000	-0.082
7.090	0.910	0.000	-0.082
7.890	0.910	0.000	-0.071
8.690	0.910	0.000	-0.075
9.490	0.910	0.000	-0.062
-0.910	1.910	0.000	-0.064
-0.110	1.910	0.000	-0.071
0.690	1.910	0.000	-0.094
1.490	1.910	0.000	-0.100
2.290	1.910	0.000	-0.114
3.090	1.910	0.000	-0.120
3.890	1.910	0.000	-0.127
4.690	1.910	0.000	-0.124
5.490	1.910	0.000	-0.116
6.290	1.910	0.000	-0.110
7.090	1.910	0.000	-0.110
7.890	1.910	0.000	-0.092
8.690	1.910	0.000	-0.083
9.490	1.910	0.000	-0.069
-0.910	2.910	0.000	-0.084
-0.110	2.910	0.000	-0.096
0.690	2.910	0.000	-0.112
1.490	2.910	0.000	-0.136
2.290	2.910	0.000	-0.163
3.090	2.910	0.000	-0.180
3.890	2.910	0.000	-0.197
4.690	2.910	0.000	-0.200
5.490	2.910	0.000	-0.189
6.290	2.910	0.000	-0.165
7.090	2.910	0.000	-0.143
7.890	2.910	0.000	-0.108
8.690	2.910	0.000	-0.104
9.490	2.910	0.000	-0.085
-0.910	3.910	0.000	-0.102
-0.110	3.910	0.000	-0.122
0.690	3.910	0.000	-0.160
1.490	3.910	0.000	-0.194
2.290	3.910	0.000	-0.229
3.090	3.910	0.000	-0.291
3.890	3.910	0.000	-0.323
4.690	3.910	0.000	-0.315
5.490	3.910	0.000	-0.243
6.290	3.910	0.000	-0.228
7.090	3.910	0.000	-0.198
7.890	3.910	0.000	-0.152
8.690	3.910	0.000	-0.125
9.490	3.910	0.000	-0.108
-0.910	4.910	0.000	-0.120
-0.110	4.910	0.000	-0.154
0.690	4.910	0.000	-0.215
1.490	4.910	0.000	-0.255
2.290	4.910	0.000	-0.185
3.090	4.910	0.000	-0.207
3.890	4.910	0.000	-0.159
4.690	4.910	0.000	0.115
5.490	4.910	0.000	0.167
6.290	4.910	0.000	-0.226
7.090	4.910	0.000	-0.273
7.890	4.910	0.000	-0.202
8.690	4.910	0.000	-0.152
9.490	4.910	0.000	-0.125
-0.910	5.910	0.000	-0.137
-0.110	5.910	0.000	-0.201
0.690	5.910	0.000	-0.273
1.490	5.910	0.000	-0.340
2.290	5.910	0.000	-0.003
3.090	5.910	0.000	0.934
3.890	5.910	0.000	1.597
4.690	5.910	0.000	1.657
5.490	5.910	0.000	0.619
6.290	5.910	0.000	-0.317
7.090	5.910	0.000	-0.369
7.890	5.910	0.000	-0.254
8.690	5.910	0.000	-0.188
9.490	5.910	0.000	-0.141
-0.910	6.910	0.000	-0.174
-0.110	6.910	0.000	-0.231
0.690	6.910	0.000	-0.326
1.490	6.910	0.000	-0.418
2.290	6.910	0.000	0.023
3.090	6.910	0.000	1.465
3.890	6.910	0.000	2.850
4.690	6.910	0.000	2.422
5.490	6.910	0.000	0.677
6.290	6.910	0.000	-0.430
7.090	6.910	0.000	-0.440
7.890	6.910	0.000	-0.300
8.690	6.910	0.000	-0.206
9.490	6.910	0.000	-0.160
-0.910	7.910	0.000	-0.189
-0.110	7.910	0.000	-0.269
0.690	7.910	0.000	-0.386
1.490	7.910	0.000	-0.502
2.290	7.910	0.000	-0.071
3.090	7.910	0.000	1.456
3.890	7.910	0.000	2.968
4.690	7.910	0.000	2.296
5.490	7.910	0.000	0.508
6.290	7.910	0.000	-0.529
7.090	7.910	0.000	-0.506
7.890	7.910	0.000	-0.334
8.690	7.910	0.000	-0.232
9.490	7.910	0.000	-0.179
-0.910	8.910	0.000	-0.206
-0.110	8.910	0.000	-0.289
0.690	8.910	0.000	-0.425
1.490	8.910	0.000	-0.551
2.290	8.910	0.000	-0.140
3.090	8.910	0.000	1.492
3.890	8.910	0.000	2.985
4.690	8.910	0.000	2.111
5.490	8.910	0.000	0.348
6.290	8.910	0.000	-0.614
7.090	8.910	0.000	-0.541
7.890	8.910	0.000	-0.365
8.690	8.910	0.000	-0.258
9.490	8.910	0.000	-0.177
-0.910	9.910	0.000	-0.219
-0.110	9.910	0.000	-0.308
0.690	9.910	0.000	-0.454
1.490	9.910	0.000	-0.585
2.290	9.910	0.000	-0.100
3.090	9.910	0.000	1.627
3.890	9.910	0.000	3.083
4.690	9.910	0.000	2.227
5.490	9.910	0.000	0.416
6.290	9.910	0.000	-0.620
7.090	9.910	0.000	-0.567
7.890	9.910	0.000	-0.378
8.690	9.910	0.000	-0.264
9.490	9.910	0.000	-0.191
-0.910	10.910	0.000	-0.234
-0.110	10.910	0.000	-0.331
0.690	10.910	0.000	-0.477
1.490	10.910	0.000	-0.628
2.290	10.910	0.000	-0.111
3.090	10.910	0.000	1.665
3.890	10.910	0.000	3.019
4.690	10.910	0.000	2.012
5.490	10.910	0.000	0.243
6.290	10.910	0.000	-0.677
7.090	10.910	0.000	-0.583
7.890	10.910	0.000	-0.402
8.690	10.910	0.000	-0.278
9.490	10.910	0.000	-0.205
-0.910	11.910	0.000	-0.240
-0.110	11.910	0.000	-0.336
0.690	11.910	0.000	-0.490
1.490	11.910	0.000	-0.641
2.290	11.910	0.000	-0.113
3.090	11.910	0.000	1.675
3.890	11.910	0.000	2.969
4.690	11.910	0.000	1.888
5.490	11.910	0.000	0.135
6.290	11.910	0.000	-0.713
7.090	11.910	0.000	-0.600
7.890	11.910	0.000	-0.402
8.690	11.910	0.000	-0.287
9.490	11.910	0.000	-0.207
-0.910	12.910	0.000	-0.248
-0.110	12.910	0.000	-0.353
0.690	12.910	0.000	-0.506
1.490	12.910	0.000	-0.661
2.290	12.910	0.000	-0.128
3.090	12.910	0.000	1.705
3.890	12.910	0.000	3.204
4.690	12.910	0.000	2.275
5.490	12.910	0.000	0.352
6.290	12.910	0.000	-0.691
7.090	12.910	0.000	-0.609
7.890	12.910	0.000	-0.414
8.690	12.910	0.000	-0.286
9.490	12.910	0.000	-0.217
-0.910	13.910	0.000	-0.256
-0.110	13.910	0.000	-0.359
0.690	13.910	0.000	-0.518
1.490	13.910	0.000	-0.667
