# Область, мм = (10.000,88.000,0.000)
# Шаг, мм = (0.800,1.000,0.001)
# Передача, шагов/мм = (100,100,100)
# Чувствительность, мкВ/мТл = 111.600

-1.030	-20.010	0.000	-0.103
-0.230	-20.010	0.000	-0.115
0.570	-20.010	0.000	-0.137
1.370	-20.010	0.000	-0.149
2.170	-20.010	0.000	-0.176
2.970	-20.010	0.000	-0.178
3.770	-20.010	0.000	-0.184
4.570	-20.010	0.000	-0.187
5.370	-20.010	0.000	-0.188
6.170	-20.010	0.000	-0.177
6.970	-20.010	0.000	-0.165
7.770	-20.010	0.000	-0.139
8.570	-20.010	0.000	-0.124
9.370	-20.010	0.000	-0.110
-1.030	-19.010	0.000	-0.131
-0.230	-19.010	0.000	-0.154
0.570	-19.010	0.000	-0.184
1.370	-19.010	0.000	-0.212
2.170	-19.010	0.000	-0.250
2.970	-19.010	0.000	-0.278
3.770	-19.010	0.000	-0.301
4.570	-19.010	0.000	-0.308
5.370	-19.010	0.000	-0.294
6.170	-19.010	0.000	-0.266
6.970	-19.010	0.000	-0.226
7.770	-19.010	0.000	-0.194
8.570	-19.010	0.000	-0.168
9.370	-19.010	0.000	-0.139
-1.030	-18.010	0.000	-0.162
-0.230	-18.010	0.000	-0.199
0.570	-18.010	0.000	-0.244
1.370	-18.010	0.000	-0.312
2.170	-18.010	0.000	-0.375
2.970	-18.010	0.000	-0.440
3.770	-18.010	0.000	-0.485
4.570	-18.010	0.000	-0.490
5.370	-18.010	0.000	-0.445
6.170	-18.010	0.000	-0.389
6.970	-18.010	0.000	-0.325
7.770	-18.010	0.000	-0.258
8.570	-18.010	0.000	-0.212
9.370	-18.010	0.000	-0.175
-1.030	-17.010	0.000	-0.199
-0.230	-17.010	0.000	-0.258
0.570	-17.010	0.000	-0.335
1.370	-17.010	0.000	-0.428
2.170	-17.010	0.000	-0.445
2.970	-17.010	0.000	-0.379
3.770	-17.010	0.000	-0.322
4.570	-17.010	0.000	-0.242
5.370	-17.010	0.000	-0.122
6.170	-17.010	0.000	-0.367
6.970	-17.010	0.000	-0.446
7.770	-17.010	0.000	-0.353
8.570	-17.010	0.000	-0.266
9.370	-17.010	0.000	-0.205
-1.030	-16.010	0.000	-0.239
-0.230	-16.010	0.000	-0.316
0.570	-16.010	0.000	-0.430
1.370	-16.010	0.000	-0.517
2.170	-16.010	0.000	-0.063
2.970	-16.010	0.000	1.374
3.770	-16.010	0.000	2.230
4.570	-16.010	0.000	2.222
5.370	-16.010	0.000	1.471
6.170	-16.010	0.000	-0.140
6.970	-16.010	0.000	-0.584
7.770	-16.010	0.000	-0.447
8.570	-16.010	0.000	-0.325
9.370	-16.010	0.000	-0.251
-1.030	-15.010	0.000	-0.283
-0.230	-15.010	0.000	-0.376
