x,y,delme,B
3.780,157.900,0.000,3.298
4.580,157.900,0.000,6.800
5.380,157.900,0.000,4.410
6.180,157.900,0.000,-0.023
6.980,157.900,0.000,-1.573
7.780,157.900,0.000,-1.095
8.580,157.900,0.000,-0.705
9.380,157.900,0.000,-0.481
-1.020,158.900,0.000,-0.322
-0.220,158.900,0.000,-0.444
0.580,158.900,0.000,-0.638
1.380,158.900,0.000,-0.977
2.180,158.900,0.000,-1.484
2.980,158.900,0.000,-0.679
3.780,158.900,0.000,3.273
4.580,158.900,0.000,6.822
5.380,158.900,0.000,4.459
6.180,158.900,0.000,0.002
6.980,158.900,0.000,-1.576
7.780,158.900,0.000,-1.094
8.580,158.900,0.000,-0.703
9.380,158.900,0.000,-0.483
-1.020,159.900,0.000,-0.330
-0.220,159.900,0.000,-0.450
0.580,159.900,0.000,-0.644
1.380,159.900,0.000,-0.982
2.180,159.900,0.000,-1.488
2.980,159.900,0.000,-0.713
3.780,159.900,0.000,3.116
4.580,159.900,0.000,6.596
5.380,159.900,0.000,4.115
6.180,159.900,0.000,-0.236
6.980,159.900,0.000,-1.603
7.780,159.900,0.000,-1.091
8.580,159.900,0.000,-0.714
9.380,159.900,0.000,-0.491
-1.020,160.900,0.000,-0.333
-0.220,160.900,0.000,-0.449
0.580,160.900,0.000,-0.649
1.380,160.900,0.000,-0.991
2.180,160.900,0.000,-1.452
2.980,160.900,0.000,-0.379
3.780,160.900,0.000,3.519
4.580,160.900,0.000,6.116
5.380,160.900,0.000,3.348
6.180,160.900,0.000,-0.625
6.980,160.900,0.000,-1.596
7.780,160.900,0.000,-1.073
8.580,160.900,0.000,-0.693
9.380,160.900,0.000,-0.477
-1.020,161.900,0.000,-0.332
-0.220,161.900,0.000,-0.455
0.580,161.900,0.000,-0.655
1.380,161.900,0.000,-0.990
2.180,161.900,0.000,-1.469
2.980,161.900,0.000,-0.538
3.780,161.900,0.000,3.322
4.580,161.900,0.000,6.287
5.380,161.900,0.000,3.795
6.180,161.900,0.000,-0.223
6.980,161.900,0.000,-1.556
7.780,161.900,0.000,-1.069
8.580,161.900,0.000,-0.704
9.380,161.900,0.000,-0.479
-1.020,162.900,0.000,-0.329
-0.220,162.900,0.000,-0.452
0.580,162.900,0.000,-0.648
1.380,162.900,0.000,-0.986
2.180,162.900,0.000,-1.484
2.980,162.900,0.000,-0.613
3.780,162.900,0.000,3.566
4.580,162.900,0.000,6.648
5.380,162.900,0.000,4.102
6.180,162.900,0.000,-0.126
6.980,162.900,0.000,-1.589
7.780,162.900,0.000,-1.086
8.580,162.900,0.000,-0.713
9.380,162.900,0.000,-0.486
-1.020,163.900,0.000,-0.334
-0.220,163.900,0.000,-0.455
0.580,163.900,0.000,-0.656
1.380,163.900,0.000,-1.002
2.180,163.900,0.000,-1.482
2.980,163.900,0.000,-0.536
3.780,163.900,0.000,3.629
4.580,163.900,0.000,6.273
5.380,163.900,0.000,3.327
6.180,163.900,0.000,-0.465
6.980,163.900,0.000,-1.592
7.780,163.900,0.000,-1.083
8.580,163.900,0.000,-0.703
9.380,163.900,0.000,-0.482
-1.020,164.900,0.000,-0.331
-0.220,164.900,0.000,-0.454
0.580,164.900,0.000,-0.660
1.380,164.900,0.000,-0.994
2.180,164.900,0.000,-1.465
2.980,164.900,0.000,-0.524
3.780,164.900,0.000,3.477
4.580,164.900,0.000,6.424
5.380,164.900,0.000,3.975
6.180,164.900,0.000,-0.198
6.980,164.900,0.000,-1.562
7.780,164.900,0.000,-1.086
8.580,164.900,0.000,-0.702
9.380,164.900,0.000,-0.479
-1.020,165.900,0.000,-0.337
-0.220,165.900,0.000,-0.461
0.580,165.900,0.000,-0.657
1.380,165.900,0.000,-0.996
2.180,165.900,0.000,-1.420
2.980,165.900,0.000,-0.372
3.780,165.900,0.000,2.945
4.580,165.900,0.000,6.043
5.380,165.900,0.000,4.063
6.180,165.900,0.000,-0.183
6.980,165.900,0.000,-1.582
7.780,165.900,0.000,-1.081
8.580,165.900,0.000,-0.709
9.380,165.900,0.000,-0.488
-1.020,166.900,0.000,-0.341
-0.220,166.900,0.000,-0.458
0.580,166.900,0.000,-0.661
1.380,166.900,0.000,-0.993
2.180,166.900,0.000,-1.446
2.980,166.900,0.000,-0.320
3.780,166.900,0.000,3.429
4.580,166.900,0.000,6.150
5.380,166.900,0.000,4.055
6.180,166.900,0.000,-0.166
6.980,166.900,0.000,-1.596
7.780,166.900,0.000,-1.094
8.580,166.900,0.000,-0.702
9.380,166.900,0.000,-0.480
-1.020,167.900,0.000,-0.336
-0.220,167.900,0.000,-0.463
0.580,167.900,0.000,-0.660
1.380,167.900,0.000,-0.995
2.180,167.900,0.000,-1.446
2.980,167.900,0.000,-0.370
3.780,167.900,0.000,2.925
4.580,167.900,0.000,6.033
5.380,167.900,0.000,4.062
6.180,167.900,0.000,-0.184
6.980,167.900,0.000,-1.601
7.780,167.900,0.000,-1.092
8.580,167.900,0.000,-0.709
9.380,167.900,0.000,-0.494
-1.020,168.900,0.000,-0.342
-0.220,168.900,0.000,-0.462
0.580,168.900,0.000,-0.663
1.380,168.900,0.000,-1.014
2.180,168.900,0.000,-1.430
2.980,168.900,0.000,-0.187
3.780,168.900,0.000,3.480
4.580,168.900,0.000,6.102
5.380,168.900,0.000,3.559
6.180,168.900,0.000,-0.359
6.980,168.900,0.000,-1.593
7.780,168.900,0.000,-1.085
8.580,168.900,0.000,-0.708
9.380,168.900,0.000,-0.475
-1.020,169.900,0.000,-0.340
-0.220,169.900,0.000,-0.459
0.580,169.900,0.000,-0.665
1.380,169.900,0.000,-0.994
2.180,169.900,0.000,-1.402
2.980,169.900,0.000,0.105
3.780,169.900,0.000,4.195
4.580,169.900,0.000,6.619
5.380,169.900,0.000,4.088
6.180,169.900,0.000,-0.131
6.980,169.900,0.000,-1.573
7.780,169.900,0.000,-1.079
8.580,169.900,0.000,-0.708
9.380,169.900,0.000,-0.483
-1.020,170.900,0.000,-0.339
-0.220,170.900,0.000,-0.453
0.580,170.900,0.000,-0.656
1.380,170.900,0.000,-0.991
2.180,170.900,0.000,-1.403
2.980,170.900,0.000,-0.221
3.780,170.900,0.000,3.374
4.580,170.900,0.000,5.752
5.380,170.900,0.000,4.244
6.180,170.900,0.000,0.014
6.980,170.900,0.000,-1.568
7.780,170.900,0.000,-1.079
8.580,170.900,0.000,-0.708
9.380,170.900,0.000,-0.486
-1.020,171.900,0.000,-0.339
-0.220,171.900,0.000,-0.461
0.580,171.900,0.000,-0.659
1.380,171.900,0.000,-0.998
2.180,171.900,0.000,-1.419
2.980,171.900,0.000,-0.700
3.780,171.900,0.000,1.757
4.580,171.900,0.000,4.434
5.380,171.900,0.000,3.395
6.180,171.900,0.000,-0.516
6.980,171.900,0.000,-1.580
7.780,171.900,0.000,-1.062
8.580,171.900,0.000,-0.687
9.380,171.900,0.000,-0.479
-1.020,172.900,0.000,-0.340
-0.220,172.900,0.000,-0.472
0.580,172.900,0.000,-0.660
1.380,172.900,0.000,-1.000
2.180,172.900,0.000,-1.412
2.980,172.900,0.000,-0.384
3.780,172.900,0.000,3.449
4.580,172.900,0.000,6.491
5.380,172.900,0.000,4.104
6.180,172.900,0.000,-0.226
6.980,172.900,0.000,-1.568
7.780,172.900,0.000,-1.067
8.580,172.900,0.000,-0.704
9.380,172.900,0.000,-0.485
-1.020,173.900,0.000,-0.347
-0.220,173.900,0.000,-0.469
0.580,173.900,0.000,-0.672
1.380,173.900,0.000,-1.016
2.180,173.900,0.000,-1.395
2.980,173.900,0.000,0.033
3.780,173.900,0.000,4.169
4.580,173.900,0.000,6.825
5.380,173.900,0.000,3.873
6.180,173.900,0.000,-0.269
6.980,173.900,0.000,-1.557
7.780,173.900,0.000,-1.064
8.580,173.900,0.000,-0.692
9.380,173.900,0.000,-0.486
-1.020,174.900,0.000,-0.348
-0.220,174.900,0.000,-0.480
0.580,174.900,0.000,-0.682
1.380,174.900,0.000,-1.026
2.180,174.900,0.000,-1.450
2.980,174.900,0.000,-0.391
3.780,174.900,0.000,2.905
4.580,174.900,0.000,5.543
5.380,174.900,0.000,3.269
6.180,174.900,0.000,-0.502
6.980,174.900,0.000,-1.584
7.780,174.900,0.000,-1.073
8.580,174.900,0.000,-0.701
9.380,174.900,0.000,-0.483
-1.020,175.900,0.000,-0.348
-0.220,175.900,0.000,-0.480
0.580,175.900,0.000,-0.688
1.380,175.900,0.000,-1.042
2.180,175.900,0.000,-1.447
2.980,175.900,0.000,-0.005
3.780,175.900,0.000,4.058
4.580,175.900,0.000,6.642
5.380,175.900,0.000,3.729
6.180,175.900,0.000,-0.430
6.980,175.900,0.000,-1.579
7.780,175.900,0.000,-1.080
8.580,175.900,0.000,-0.713
9.380,175.900,0.000,-0.493
-1.020,176.900,0.000,-0.354
-0.220,176.900,0.000,-0.485
0.580,176.900,0.000,-0.697
1.380,176.900,0.000,-1.068
2.180,176.900,0.000,-1.498
2.980,176.900,0.000,-0.217
3.780,176.900,0.000,3.930
4.580,176.900,0.000,6.009
5.380,176.900,0.000,2.946
6.180,176.900,0.000,-0.773
6.980,176.900,0.000,-1.605
7.780,176.900,0.000,-1.079
8.580,176.900,0.000,-0.706
9.380,176.900,0.000,-0.493
-1.020,177.900,0.000,-0.361
-0.220,177.900,0.000,-0.494
0.580,177.900,0.000,-0.709
1.380,177.900,0.000,-1.072
2.180,177.900,0.000,-1.470
2.980,177.900,0.000,0.210
3.780,177.900,0.000,4.612
4.580,177.900,0.000,6.907
5.380,177.900,0.000,3.516
6.180,177.900,0.000,-0.544
6.980,177.900,0.000,-1.603
7.780,177.900,0.000,-1.083
8.580,177.900,0.000,-0.707
9.380,177.900,0.000,-0.497
-1.020,178.900,0.000,-0.358
-0.220,178.900,0.000,-0.493
0.580,178.900,0.000,-0.710
1.380,178.900,0.000,-1.071
2.180,178.900,0.000,-1.502
2.980,178.900,0.000,-0.210
3.780,178.900,0.000,3.953
4.580,178.900,0.000,6.984
5.380,178.900,0.000,4.142
6.180,178.900,0.000,-0.182
6.980,178.900,0.000,-1.621
7.780,178.900,0.000,-1.111
8.580,178.900,0.000,-0.731
9.380,178.900,0.000,-0.504
-1.020,179.900,0.000,-0.365
-0.220,179.900,0.000,-0.504
0.580,179.900,0.000,-0.726
1.380,179.900,0.000,-1.095
2.180,179.900,0.000,-1.540
2.980,179.900,0.000,-0.613
3.780,179.900,0.000,3.347
4.580,179.900,0.000,6.378
5.380,179.900,0.000,3.614
6.180,179.900,0.000,-0.437
6.980,179.900,0.000,-1.634
7.780,179.900,0.000,-1.115
8.580,179.900,0.000,-0.730
9.380,179.900,0.000,-0.506
-1.020,180.900,0.000,-0.373
-0.220,180.900,0.000,-0.505
0.580,180.900,0.000,-0.723
1.380,180.900,0.000,-1.097
2.180,180.900,0.000,-1.516
2.980,180.900,0.000,-0.223
3.780,180.900,0.000,3.915
4.580,180.900,0.000,6.712
5.380,180.900,0.000,3.609
6.180,180.900,0.000,-0.381
6.980,180.900,0.000,-1.628
7.780,180.900,0.000,-1.123
8.580,180.900,0.000,-0.727
9.380,180.900,0.000,-0.504
-1.020,181.900,0.000,-0.370
-0.220,181.900,0.000,-0.509
0.580,181.900,0.000,-0.742
1.380,181.900,0.000,-1.112
2.180,181.900,0.000,-1.515
2.980,181.900,0.000,0.151
3.780,181.900,0.000,4.572
4.580,181.900,0.000,7.137
5.380,181.900,0.000,3.637
6.180,181.900,0.000,-0.611
6.980,181.900,0.000,-1.670
7.780,181.900,0.000,-1.128
8.580,181.900,0.000,-0.743
9.380,181.900,0.000,-0.521
-1.020,182.900,0.000,-0.375
-0.220,182.900,0.000,-0.512
0.580,182.900,0.000,-0.746
1.380,182.900,0.000,-1.119
2.180,182.900,0.000,-1.525
2.980,182.900,0.000,0.094
3.780,182.900,0.000,4.084
4.580,182.900,0.000,6.550
5.380,182.900,0.000,3.546
6.180,182.900,0.000,-0.591
6.980,182.900,0.000,-1.692
7.780,182.900,0.000,-1.140
8.580,182.900,0.000,-0.744
9.380,182.900,0.000,-0.506
-1.020,183.900,0.000,-0.382
-0.220,183.900,0.000,-0.521
0.580,183.900,0.000,-0.751
1.380,183.900,0.000,-1.143
2.180,183.900,0.000,-1.594
2.980,183.900,0.000,-0.255
3.780,183.900,0.000,4.144
4.580,183.900,0.000,6.933
5.380,183.900,0.000,3.753
6.180,183.900,0.000,-0.475
6.980,183.900,0.000,-1.689
7.780,183.900,0.000,-1.151
8.580,183.900,0.000,-0.754
9.380,183.900,0.000,-0.523
-1.020,184.900,0.000,-0.383
-0.220,184.900,0.000,-0.520
0.580,184.900,0.000,-0.756
1.380,184.900,0.000,-1.142
2.180,184.900,0.000,-1.577
2.980,184.900,0.000,-0.141
3.780,184.900,0.000,3.688
4.580,184.900,0.000,6.839
5.380,184.900,0.000,4.146
6.180,184.900,0.000,-0.241
6.980,184.900,0.000,-1.679
7.780,184.900,0.000,-1.160
8.580,184.900,0.000,-0.754
9.380,184.900,0.000,-0.531
-1.020,185.900,0.000,-0.380
-0.220,185.900,0.000,-0.521
0.580,185.900,0.000,-0.760
1.380,185.900,0.000,-1.149
2.180,185.900,0.000,-1.507
2.980,185.900,0.000,0.312
3.780,185.900,0.000,4.595
4.580,185.900,0.000,6.707
5.380,185.900,0.000,3.601
6.180,185.900,0.000,-0.536
6.980,185.900,0.000,-1.671
7.780,185.900,0.000,-1.156
8.580,185.900,0.000,-0.754
9.380,185.900,0.000,-0.516
-1.020,186.900,0.000,-0.383
-0.220,186.900,0.000,-0.525
0.580,186.900,0.000,-0.761
1.380,186.900,0.000,-1.131
2.180,186.900,0.000,-1.515
2.980,186.900,0.000,0.242
3.780,186.900,0.000,4.266
4.580,186.900,0.000,6.257
5.380,186.900,0.000,3.855
6.180,186.900,0.000,-0.303
6.980,186.900,0.000,-1.678
7.780,186.900,0.000,-1.160
8.580,186.900,0.000,-0.767
9.380,186.900,0.000,-0.533
-1.020,187.900,0.000,-0.381
-0.220,187.900,0.000,-0.529
0.580,187.900,0.000,-0.759
1.380,187.900,0.000,-1.145
2.180,187.900,0.000,-1.551
2.980,187.900,0.000,-0.057
3.780,187.900,0.000,4.145
4.580,187.900,0.000,7.104
5.380,187.900,0.000,4.164
6.180,187.900,0.000,-0.241
6.980,187.900,0.000,-1.653
7.780,187.900,0.000,-1.153
8.580,187.900,0.000,-0.757
9.380,187.900,0.000,-0.523
-1.020,188.900,0.000,-0.386
-0.220,188.900,0.000,-0.520
0.580,188.900,0.000,-0.754
1.380,188.900,0.000,-1.134
2.180,188.900,0.000,-1.538
2.980,188.900,0.000,-0.088
3.780,188.900,0.000,4.194
4.580,188.900,0.000,7.089
5.380,188.900,0.000,4.099
6.180,188.900,0.000,-0.303
6.980,188.900,0.000,-1.658
7.780,188.900,0.000,-1.149
8.580,188.900,0.000,-0.754
9.380,188.900,0.000,-0.526
-1.020,189.900,0.000,-0.383
-0.220,189.900,0.000,-0.526
0.580,189.900,0.000,-0.751
1.380,189.900,0.000,-1.136
2.180,189.900,0.000,-1.537
2.980,189.900,0.000,-0.134
3.780,189.900,0.000,4.006
4.580,189.900,0.000,6.609
5.380,189.900,0.000,3.316
6.180,189.900,0.000,-0.775
6.980,189.900,0.000,-1.685
7.780,189.900,0.000,-1.140
8.580,189.900,0.000,-0.743
9.380,189.900,0.000,-0.516
-1.020,190.900,0.000,-0.379
-0.220,190.900,0.000,-0.527
0.580,190.900,0.000,-0.759
1.380,190.900,0.000,-1.138
2.180,190.900,0.000,-1.545
2.980,190.900,0.000,-0.162
3.780,190.900,0.000,3.796
4.580,190.900,0.000,6.588
5.380,190.900,0.000,3.710
6.180,190.900,0.000,-0.419
6.980,190.900,0.000,-1.641
7.780,190.900,0.000,-1.141
8.580,190.900,0.000,-0.745
9.380,190.900,0.000,-0.514
-1.020,191.900,0.000,-0.388
-0.220,191.900,0.000,-0.524
0.580,191.900,0.000,-0.758
1.380,191.900,0.000,-1.133
2.180,191.900,0.000,-1.479
2.980,191.900,0.000,0.321
3.780,191.900,0.000,4.438
4.580,191.900,0.000,6.870
5.380,191.900,0.000,3.921
6.180,191.900,0.000,-0.221
6.980,191.900,0.000,-1.594
7.780,191.900,0.000,-1.122
8.580,191.900,0.000,-0.745
9.380,191.900,0.000,-0.523
-1.020,192.900,0.000,-0.383
-0.220,192.900,0.000,-0.530
0.580,192.900,0.000,-0.756
1.380,192.900,0.000,-1.139
2.180,192.900,0.000,-1.440
2.980,192.900,0.000,0.565
3.780,192.900,0.000,4.768
4.580,192.900,0.000,6.479
5.380,192.900,0.000,2.879
6.180,192.900,0.000,-0.958
6.980,192.900,0.000,-1.632
7.780,192.900,0.000,-1.103
8.580,192.900,0.000,-0.725
9.380,192.900,0.000,-0.509
-1.020,193.900,0.000,-0.381
-0.220,193.900,0.000,-0.533
0.580,193.900,0.000,-0.759
1.380,193.900,0.000,-1.131
2.180,193.900,0.000,-1.503
2.980,193.900,0.000,0.034
3.780,193.900,0.000,4.053
4.580,193.900,0.000,6.403
5.380,193.900,0.000,3.156
6.180,193.900,0.000,-0.709
6.980,193.900,0.000,-1.612
7.780,193.900,0.000,-1.097
8.580,193.900,0.000,-0.730
9.380,193.900,0.000,-0.515
-1.020,194.900,0.000,-0.387
-0.220,194.900,0.000,-0.528
0.580,194.900,0.000,-0.761
1.380,194.900,0.000,-1.144
2.180,194.900,0.000,-1.489
2.980,194.900,0.000,0.232
3.780,194.900,0.000,4.142
4.580,194.900,0.000,6.193
5.380,194.900,0.000,3.274
6.180,194.900,0.000,-0.523
6.980,194.900,0.000,-1.600
7.780,194.900,0.000,-1.108
8.580,194.900,0.000,-0.734
9.380,194.900,0.000,-0.511
-1.020,195.900,0.000,-0.382
-0.220,195.900,0.000,-0.530
0.580,195.900,0.000,-0.765
1.380,195.900,0.000,-1.140
2.180,195.900,0.000,-1.512
2.980,195.900,0.000,0.031
3.780,195.900,0.000,4.131
4.580,195.900,0.000,6.626
5.380,195.900,0.000,3.609
6.180,195.900,0.000,-0.452
6.980,195.900,0.000,-1.620
7.780,195.900,0.000,-1.117
8.580,195.900,0.000,-0.735
9.380,195.900,0.000,-0.513
-1.020,196.900,0.000,-0.384
-0.220,196.900,0.000,-0.531
0.580,196.900,0.000,-0.764
1.380,196.900,0.000,-1.142
2.180,196.900,0.000,-1.468
2.980,196.900,0.000,0.365
3.780,196.900,0.000,4.689
4.580,196.900,0.000,6.915
5.380,196.900,0.000,3.761
6.180,196.900,0.000,-0.384
6.980,196.900,0.000,-1.627
7.780,196.900,0.000,-1.122
8.580,196.900,0.000,-0.736
9.380,196.900,0.000,-0.511
-1.020,197.900,0.000,-0.382
-0.220,197.900,0.000,-0.530
0.580,197.900,0.000,-0.761
1.380,197.900,0.000,-1.144
2.180,197.900,0.000,-1.499
2.980,197.900,0.000,0.205
3.780,197.900,0.000,4.352
4.580,197.900,0.000,6.650
5.380,197.900,0.000,3.507
6.180,197.900,0.000,-0.455
6.980,197.900,0.000,-1.649
7.780,197.900,0.000,-1.145
8.580,197.900,0.000,-0.747
9.380,197.900,0.000,-0.525
-1.020,198.900,0.000,-0.387
-0.220,198.900,0.000,-0.530
0.580,198.900,0.000,-0.763
1.380,198.900,0.000,-1.145
2.180,198.900,0.000,-1.551
2.980,198.900,0.000,0.017
3.780,198.900,0.000,4.257
4.580,198.900,0.000,6.680
5.380,198.900,0.000,3.527
6.180,198.900,0.000,-0.591
6.980,198.900,0.000,-1.675
7.780,198.900,0.000,-1.138
8.580,198.900,0.000,-0.747
9.380,198.900,0.000,-0.518
-1.020,199.900,0.000,-0.383
-0.220,199.900,0.000,-0.530
0.580,199.900,0.000,-0.768
1.380,199.900,0.000,-1.149
2.180,199.900,0.000,-1.523
2.980,199.900,0.000,0.189
3.780,199.900,0.000,4.775
4.580,199.900,0.000,6.990
5.380,199.900,0.000,3.468
6.180,199.900,0.000,-0.508
6.980,199.900,0.000,-1.639
7.780,199.900,0.000,-1.134
8.580,199.900,0.000,-0.749
9.380,199.900,0.000,-0.518
-1.020,200.900,0.000,-0.384
-0.220,200.900,0.000,-0.526
0.580,200.900,0.000,-0.769
1.380,200.900,0.000,-1.153
2.180,200.900,0.000,-1.513
2.980,200.900,0.000,0.245
3.780,200.900,0.000,4.637
4.580,200.900,0.000,7.001
5.380,200.900,0.000,3.633
6.180,200.900,0.000,-0.459
6.980,200.900,0.000,-1.638
7.780,200.900,0.000,-1.134
8.580,200.900,0.000,-0.744
9.380,200.900,0.000,-0.509
-1.020,201.900,0.000,-0.384
-0.220,201.900,0.000,-0.524
0.580,201.900,0.000,-0.768
1.380,201.900,0.000,-1.156
2.180,201.900,0.000,-1.527
2.980,201.900,0.000,0.127
3.780,201.900,0.000,4.527
4.580,201.900,0.000,6.987
5.380,201.900,0.000,3.499
6.180,201.900,0.000,-0.661
6.980,201.900,0.000,-1.666
7.780,201.900,0.000,-1.132
8.580,201.900,0.000,-0.748
9.380,201.900,0.000,-0.514
-1.020,202.900,0.000,-0.379
-0.220,202.900,0.000,-0.525
0.580,202.900,0.000,-0.760
1.380,202.900,0.000,-1.145
2.180,202.900,0.000,-1.522
2.980,202.900,0.000,0.133
3.780,202.900,0.000,4.605
4.580,202.900,0.000,7.271
5.380,202.900,0.000,3.910
6.180,202.900,0.000,-0.404
6.980,202.900,0.000,-1.658
7.780,202.900,0.000,-1.137
8.580,202.900,0.000,-0.763
9.380,202.900,0.000,-0.520
-1.020,203.900,0.000,-0.375
