x,y,delme,B
-0.220,203.900,0.000,-0.529
0.580,203.900,0.000,-0.759
1.380,203.900,0.000,-1.139
2.180,203.900,0.000,-1.504
2.980,203.900,0.000,0.189
3.780,203.900,0.000,4.484
4.580,203.900,0.000,6.896
5.380,203.900,0.000,3.753
6.180,203.900,0.000,-0.519
6.980,203.900,0.000,-1.659
7.780,203.900,0.000,-1.131
8.580,203.900,0.000,-0.740
9.380,203.900,0.000,-0.510
-1.020,204.900,0.000,-0.378
-0.220,204.900,0.000,-0.523
0.580,204.900,0.000,-0.744
1.380,204.900,0.000,-1.116
2.180,204.900,0.000,-1.506
2.980,204.900,0.000,-0.107
3.780,204.900,0.000,3.995
4.580,204.900,0.000,6.622
5.380,204.900,0.000,3.574
6.180,204.900,0.000,-0.553
6.980,204.900,0.000,-1.661
7.780,204.900,0.000,-1.130
8.580,204.900,0.000,-0.747
9.380,204.900,0.000,-0.519
-1.020,205.900,0.000,-0.373
-0.220,205.900,0.000,-0.516
0.580,205.900,0.000,-0.743
1.380,205.900,0.000,-1.116
2.180,205.900,0.000,-1.478
2.980,205.900,0.000,-0.065
3.780,205.900,0.000,3.968
4.580,205.900,0.000,6.588
5.380,205.900,0.000,3.658
6.180,205.900,0.000,-0.460
6.980,205.900,0.000,-1.616
7.780,205.900,0.000,-1.120
8.580,205.900,0.000,-0.740
9.380,205.900,0.000,-0.508
-1.020,206.900,0.000,-0.371
-0.220,206.900,0.000,-0.509
0.580,206.900,0.000,-0.742
1.380,206.900,0.000,-1.113
2.180,206.900,0.000,-1.440
2.980,206.900,0.000,0.244
3.780,206.900,0.000,4.311
4.580,206.900,0.000,6.754
5.380,206.900,0.000,3.858
6.180,206.900,0.000,-0.314
6.980,206.900,0.000,-1.599
7.780,206.900,0.000,-1.115
8.580,206.900,0.000,-0.736
9.380,206.900,0.000,-0.504
-1.020,207.900,0.000,-0.370
-0.220,207.900,0.000,-0.513
0.580,207.900,0.000,-0.737
1.380,207.900,0.000,-1.106
2.180,207.900,0.000,-1.435
2.980,207.900,0.000,0.155
3.780,207.900,0.000,3.981
4.580,207.900,0.000,6.477
5.380,207.900,0.000,3.624
6.180,207.900,0.000,-0.439
6.980,207.900,0.000,-1.620
7.780,207.900,0.000,-1.110
8.580,207.900,0.000,-0.735
9.380,207.900,0.000,-0.507
-1.020,208.900,0.000,-0.357
-0.220,208.900,0.000,-0.503
0.580,208.900,0.000,-0.746
1.380,208.900,0.000,-1.107
2.180,208.900,0.000,-1.377
2.980,208.900,0.000,0.565
3.780,208.900,0.000,4.780
4.580,208.900,0.000,7.019
5.380,208.900,0.000,3.921
6.180,208.900,0.000,-0.270
6.980,208.900,0.000,-1.562
7.780,208.900,0.000,-1.091
8.580,208.900,0.000,-0.719
9.380,208.900,0.000,-0.492
-1.020,209.900,0.000,-0.355
-0.220,209.900,0.000,-0.494
0.580,209.900,0.000,-0.725
1.380,209.900,0.000,-1.086
2.180,209.900,0.000,-1.376
2.980,209.900,0.000,0.353
3.780,209.900,0.000,4.398
4.580,209.900,0.000,6.764
5.380,209.900,0.000,3.834
6.180,209.900,0.000,-0.299
6.980,209.900,0.000,-1.548
7.780,209.900,0.000,-1.083
8.580,209.900,0.000,-0.711
9.380,209.900,0.000,-0.485
-1.020,210.900,0.000,-0.358
-0.220,210.900,0.000,-0.486
0.580,210.900,0.000,-0.713
1.380,210.900,0.000,-1.062
2.180,210.900,0.000,-1.388
2.980,210.900,0.000,0.146
3.780,210.900,0.000,3.907
4.580,210.900,0.000,5.959
5.380,210.900,0.000,3.141
6.180,210.900,0.000,-0.504
6.980,210.900,0.000,-1.551
7.780,210.900,0.000,-1.081
8.580,210.900,0.000,-0.708
9.380,210.900,0.000,-0.478
-1.020,211.900,0.000,-0.346
-0.220,211.900,0.000,-0.475
0.580,211.900,0.000,-0.698
1.380,211.900,0.000,-1.052
2.180,211.900,0.000,-1.389
2.980,211.900,0.000,-0.027
3.780,211.900,0.000,3.911
4.580,211.900,0.000,6.263
5.380,211.900,0.000,3.270
6.180,211.900,0.000,-0.614
6.980,211.900,0.000,-1.520
7.780,211.900,0.000,-1.044
8.580,211.900,0.000,-0.687
9.380,211.900,0.000,-0.472
-1.020,212.900,0.000,-0.336
-0.220,212.900,0.000,-0.470
0.580,212.900,0.000,-0.698
1.380,212.900,0.000,-1.040
2.180,212.900,0.000,-1.364
2.980,212.900,0.000,0.041
3.780,212.900,0.000,4.015
4.580,212.900,0.000,6.395
5.380,212.900,0.000,3.371
6.180,212.900,0.000,-0.502
6.980,212.900,0.000,-1.481
7.780,212.900,0.000,-1.015
8.580,212.900,0.000,-0.671
9.380,212.900,0.000,-0.458
-1.020,213.900,0.000,-0.334
-0.220,213.900,0.000,-0.461
0.580,213.900,0.000,-0.679
1.380,213.900,0.000,-1.012
2.180,213.900,0.000,-1.299
2.980,213.900,0.000,0.309
3.780,213.900,0.000,4.325
4.580,213.900,0.000,6.317
5.380,213.900,0.000,3.225
6.180,213.900,0.000,-0.494
6.980,213.900,0.000,-1.447
7.780,213.900,0.000,-1.003
8.580,213.900,0.000,-0.657
9.380,213.900,0.000,-0.445
-1.020,214.900,0.000,-0.321
-0.220,214.900,0.000,-0.454
0.580,214.900,0.000,-0.660
1.380,214.900,0.000,-1.003
2.180,214.900,0.000,-1.283
2.980,214.900,0.000,0.346
3.780,214.900,0.000,4.222
4.580,214.900,0.000,6.308
5.380,214.900,0.000,3.358
6.180,214.900,0.000,-0.397
6.980,214.900,0.000,-1.432
7.780,214.900,0.000,-0.977
8.580,214.900,0.000,-0.648
9.380,214.900,0.000,-0.434
-1.020,215.900,0.000,-0.310
-0.220,215.900,0.000,-0.436
0.580,215.900,0.000,-0.645
1.380,215.900,0.000,-0.971
2.180,215.900,0.000,-1.285
2.980,215.900,0.000,0.206
3.780,215.900,0.000,3.906
4.580,215.900,0.000,6.086
5.380,215.900,0.000,3.260
6.180,215.900,0.000,-0.393
6.980,215.900,0.000,-1.414
7.780,215.900,0.000,-0.966
8.580,215.900,0.000,-0.633
9.380,215.900,0.000,-0.431
-1.020,216.900,0.000,-0.305
-0.220,216.900,0.000,-0.420
0.580,216.900,0.000,-0.630
1.380,216.900,0.000,-0.950
2.180,216.900,0.000,-1.279
2.980,216.900,0.000,0.027
3.780,216.900,0.000,3.745
4.580,216.900,0.000,6.037
5.380,216.900,0.000,3.121
6.180,216.900,0.000,-0.492
6.980,216.900,0.000,-1.392
7.780,216.900,0.000,-0.953
8.580,216.900,0.000,-0.604
9.380,216.900,0.000,-0.414
-1.020,217.900,0.000,-0.289
-0.220,217.900,0.000,-0.404
0.580,217.900,0.000,-0.600
1.380,217.900,0.000,-0.917
2.180,217.900,0.000,-1.242
2.980,217.900,0.000,0.173
3.780,217.900,0.000,3.954
4.580,217.900,0.000,6.369
5.380,217.900,0.000,3.412
6.180,217.900,0.000,-0.389
6.980,217.900,0.000,-1.382
7.780,217.900,0.000,-0.931
8.580,217.900,0.000,-0.595
9.380,217.900,0.000,-0.397
-1.020,218.900,0.000,-0.264
-0.220,218.900,0.000,-0.376
0.580,218.900,0.000,-0.575
1.380,218.900,0.000,-0.888
2.180,218.900,0.000,-1.187
2.980,218.900,0.000,0.310
3.780,218.900,0.000,4.052
4.580,218.900,0.000,6.573
5.380,218.900,0.000,3.791
6.180,218.900,0.000,-0.145
6.980,218.900,0.000,-1.296
7.780,218.900,0.000,-0.882
8.580,218.900,0.000,-0.554
9.380,218.900,0.000,-0.374
-1.020,219.900,0.000,-0.245
-0.220,219.900,0.000,-0.346
0.580,219.900,0.000,-0.540
1.380,219.900,0.000,-0.822
2.180,219.900,0.000,-1.084
2.980,219.900,0.000,0.509
3.780,219.900,0.000,3.812
4.580,219.900,0.000,6.191
5.380,219.900,0.000,3.714
6.180,219.900,0.000,-0.134
6.980,219.900,0.000,-1.203
7.780,219.900,0.000,-0.813
8.580,219.900,0.000,-0.509
9.380,219.900,0.000,-0.336
-1.020,220.900,0.000,-0.216
-0.220,220.900,0.000,-0.314
0.580,220.900,0.000,-0.477
1.380,220.900,0.000,-0.741
2.180,220.900,0.000,-0.902
2.980,220.900,0.000,0.957
3.780,220.900,0.000,4.530
4.580,220.900,0.000,6.000
5.380,220.900,0.000,3.464
6.180,220.900,0.000,-0.036
6.980,220.900,0.000,-1.027
7.780,220.900,0.000,-0.708
8.580,220.900,0.000,-0.443
9.380,220.900,0.000,-0.298
-1.020,221.900,0.000,-0.186
-0.220,221.900,0.000,-0.267
0.580,221.900,0.000,-0.392
1.380,221.900,0.000,-0.602
2.180,221.900,0.000,-0.729
2.980,221.900,0.000,0.814
3.780,221.900,0.000,3.469
4.580,221.900,0.000,4.370
5.380,221.900,0.000,3.046
6.180,221.900,0.000,0.238
6.980,221.900,0.000,-0.801
7.780,221.900,0.000,-0.574
8.580,221.900,0.000,-0.372
9.380,221.900,0.000,-0.249
-1.020,222.900,0.000,-0.157
-0.220,222.900,0.000,-0.214
0.580,222.900,0.000,-0.300
1.380,222.900,0.000,-0.455
2.180,222.900,0.000,-0.529
2.980,222.900,0.000,0.287
3.780,222.900,0.000,0.963
4.580,222.900,0.000,1.064
5.380,222.900,0.000,0.794
6.180,222.900,0.000,-0.131
6.980,222.900,0.000,-0.586
7.780,222.900,0.000,-0.429
8.580,222.900,0.000,-0.281
9.380,222.900,0.000,-0.195
-1.020,223.900,0.000,-0.121
-0.220,223.900,0.000,-0.162
0.580,223.900,0.000,-0.224
1.380,223.900,0.000,-0.300
2.180,223.900,0.000,-0.414
2.980,223.900,0.000,-0.498
3.780,223.900,0.000,-0.605
4.580,223.900,0.000,-0.661
5.380,223.900,0.000,-0.628
6.180,223.900,0.000,-0.522
6.980,223.900,0.000,-0.411
7.780,223.900,0.000,-0.290
8.580,223.900,0.000,-0.203
9.380,223.900,0.000,-0.148
-1.020,224.900,0.000,-0.088
-0.220,224.900,0.000,-0.118
0.580,224.900,0.000,-0.159
1.380,224.900,0.000,-0.206
2.180,224.900,0.000,-0.265
2.980,224.900,0.000,-0.324
3.780,224.900,0.000,-0.377
4.580,224.900,0.000,-0.383
5.380,224.900,0.000,-0.365
6.180,224.900,0.000,-0.308
6.980,224.900,0.000,-0.245
7.780,224.900,0.000,-0.188
8.580,224.900,0.000,-0.139
9.380,224.900,0.000,-0.108
-1.020,225.900,0.000,-0.065
-0.220,225.900,0.000,-0.081
0.580,225.900,0.000,-0.111
1.380,225.900,0.000,-0.125
2.180,225.900,0.000,-0.153
2.980,225.900,0.000,-0.179
3.780,225.900,0.000,-0.200
4.580,225.900,0.000,-0.201
5.380,225.900,0.000,-0.189
6.180,225.900,0.000,-0.171
6.980,225.900,0.000,-0.146
7.780,225.900,0.000,-0.116
8.580,225.900,0.000,-0.096
9.380,225.900,0.000,-0.080
-1.020,226.900,0.000,-0.052
-0.220,226.900,0.000,-0.060
0.580,226.900,0.000,-0.073
1.380,226.900,0.000,-0.083
2.180,226.900,0.000,-0.098
2.980,226.900,0.000,-0.111
3.780,226.900,0.000,-0.113
4.580,226.900,0.000,-0.115
5.380,226.900,0.000,-0.116
6.180,226.900,0.000,-0.102
6.980,226.900,0.000,-0.094
7.780,226.900,0.000,-0.074
8.580,226.900,0.000,-0.057
9.380,226.900,0.000,-0.044
