x,y,delme,B
9.220,74.990,0.000,-0.302
-1.180,75.990,0.000,-0.272
-0.380,75.990,0.000,-0.381
0.420,75.990,0.000,-0.558
1.220,75.990,0.000,-0.853
2.020,75.990,0.000,-0.931
2.820,75.990,0.000,1.169
3.620,75.990,0.000,4.870
4.420,75.990,0.000,6.071
5.220,75.990,0.000,2.879
6.020,75.990,0.000,-0.435
6.820,75.990,0.000,-1.108
7.620,75.990,0.000,-0.729
8.420,75.990,0.000,-0.472
9.220,75.990,0.000,-0.330
-1.180,76.990,0.000,-0.305
-0.380,76.990,0.000,-0.423
0.420,76.990,0.000,-0.626
1.220,76.990,0.000,-0.957
2.020,76.990,0.000,-1.055
2.820,76.990,0.000,1.152
3.620,76.990,0.000,4.873
4.420,76.990,0.000,6.126
5.220,76.990,0.000,2.891
6.020,76.990,0.000,-0.516
6.820,76.990,0.000,-1.241
7.620,76.990,0.000,-0.817
8.420,76.990,0.000,-0.532
9.220,76.990,0.000,-0.371
-1.180,77.990,0.000,-0.330
-0.380,77.990,0.000,-0.453
0.420,77.990,0.000,-0.668
1.220,77.990,0.000,-1.022
2.020,77.990,0.000,-1.151
2.820,77.990,0.000,1.090
3.620,77.990,0.000,4.986
4.420,77.990,0.000,6.072
5.220,77.990,0.000,2.646
6.020,77.990,0.000,-0.726
6.820,77.990,0.000,-1.334
7.620,77.990,0.000,-0.873
8.420,77.990,0.000,-0.563
9.220,77.990,0.000,-0.393
-1.180,78.990,0.000,-0.343
-0.380,78.990,0.000,-0.477
0.420,78.990,0.000,-0.706
1.220,78.990,0.000,-1.079
2.020,78.990,0.000,-1.252
2.820,78.990,0.000,0.934
3.620,78.990,0.000,4.844
4.420,78.990,0.000,5.994
5.220,78.990,0.000,2.608
6.020,78.990,0.000,-0.822
6.820,78.990,0.000,-1.412
7.620,78.990,0.000,-0.918
8.420,78.990,0.000,-0.598
9.220,78.990,0.000,-0.418
-1.180,79.990,0.000,-0.361
-0.380,79.990,0.000,-0.496
0.420,79.990,0.000,-0.732
1.220,79.990,0.000,-1.109
2.020,79.990,0.000,-1.367
2.820,79.990,0.000,0.443
3.620,79.990,0.000,4.215
4.420,79.990,0.000,5.905
5.220,79.990,0.000,2.613
6.020,79.990,0.000,-0.892
6.820,79.990,0.000,-1.445
7.620,79.990,0.000,-0.953
8.420,79.990,0.000,-0.627
9.220,79.990,0.000,-0.434
-1.180,80.990,0.000,-0.365
-0.380,80.990,0.000,-0.508
0.420,80.990,0.000,-0.752
1.220,80.990,0.000,-1.129
2.020,80.990,0.000,-1.376
2.820,80.990,0.000,0.640
3.620,80.990,0.000,4.674
4.420,80.990,0.000,6.038
5.220,80.990,0.000,2.583
6.020,80.990,0.000,-0.879
6.820,80.990,0.000,-1.487
7.620,80.990,0.000,-0.978
8.420,80.990,0.000,-0.644
9.220,80.990,0.000,-0.443
-1.180,81.990,0.000,-0.381
-0.380,81.990,0.000,-0.520
0.420,81.990,0.000,-0.767
1.220,81.990,0.000,-1.155
2.020,81.990,0.000,-1.375
2.820,81.990,0.000,0.799
3.620,81.990,0.000,4.952
4.420,81.990,0.000,6.337
5.220,81.990,0.000,2.914
6.020,81.990,0.000,-0.737
6.820,81.990,0.000,-1.493
7.620,81.990,0.000,-0.994
8.420,81.990,0.000,-0.658
9.220,81.990,0.000,-0.457
-1.180,82.990,0.000,-0.389
-0.380,82.990,0.000,-0.531
0.420,82.990,0.000,-0.787
1.220,82.990,0.000,-1.187
2.020,82.990,0.000,-1.389
2.820,82.990,0.000,0.888
3.620,82.990,0.000,5.060
4.420,82.990,0.000,6.321
5.220,82.990,0.000,2.771
6.020,82.990,0.000,-0.905
6.820,82.990,0.000,-1.520
7.620,82.990,0.000,-1.000
8.420,82.990,0.000,-0.661
9.220,82.990,0.000,-0.456
-1.180,83.990,0.000,-0.392
-0.380,83.990,0.000,-0.542
0.420,83.990,0.000,-0.792
1.220,83.990,0.000,-1.194
2.020,83.990,0.000,-1.378
2.820,83.990,0.000,1.110
3.620,83.990,0.000,5.369
4.420,83.990,0.000,6.154
5.220,83.990,0.000,2.402
6.020,83.990,0.000,-1.004
6.820,83.990,0.000,-1.526
7.620,83.990,0.000,-1.002
8.420,83.990,0.000,-0.654
9.220,83.990,0.000,-0.465
-1.180,84.990,0.000,-0.396
-0.380,84.990,0.000,-0.543
0.420,84.990,0.000,-0.790
1.220,84.990,0.000,-1.186
2.020,84.990,0.000,-1.377
2.820,84.990,0.000,1.058
3.620,84.990,0.000,5.323
4.420,84.990,0.000,5.835
5.220,84.990,0.000,2.285
6.020,84.990,0.000,-0.865
6.820,84.990,0.000,-1.497
7.620,84.990,0.000,-0.994
8.420,84.990,0.000,-0.668
9.220,84.990,0.000,-0.473
-1.180,85.990,0.000,-0.396
-0.380,85.990,0.000,-0.546
0.420,85.990,0.000,-0.790
1.220,85.990,0.000,-1.189
2.020,85.990,0.000,-1.375
2.820,85.990,0.000,1.037
3.620,85.990,0.000,5.221
4.420,85.990,0.000,6.166
5.220,85.990,0.000,2.545
6.020,85.990,0.000,-0.986
6.820,85.990,0.000,-1.503
7.620,85.990,0.000,-1.000
8.420,85.990,0.000,-0.667
9.220,85.990,0.000,-0.473
-1.180,86.990,0.000,-0.398
-0.380,86.990,0.000,-0.542
0.420,86.990,0.000,-0.779
1.220,86.990,0.000,-1.161
2.020,86.990,0.000,-1.355
2.820,86.990,0.000,0.916
3.620,86.990,0.000,4.677
4.420,86.990,0.000,5.851
5.220,86.990,0.000,2.368
6.020,86.990,0.000,-0.989
6.820,86.990,0.000,-1.511
7.620,86.990,0.000,-1.008
8.420,86.990,0.000,-0.663
9.220,86.990,0.000,-0.478
-1.180,87.990,0.000,-0.398
-0.380,87.990,0.000,-0.544
0.420,87.990,0.000,-0.773
1.220,87.990,0.000,-1.149
2.020,87.990,0.000,-1.365
2.820,87.990,0.000,0.568
3.620,87.990,0.000,3.785
4.420,87.990,0.000,5.528
5.220,87.990,0.000,2.753
6.020,87.990,0.000,-0.820
6.820,87.990,0.000,-1.499
7.620,87.990,0.000,-0.997
8.420,87.990,0.000,-0.664
9.220,87.990,0.000,-0.477
-1.180,88.990,0.000,-0.399
-0.380,88.990,0.000,-0.548
0.420,88.990,0.000,-0.777
1.220,88.990,0.000,-1.145
2.020,88.990,0.000,-1.469
2.820,88.990,0.000,-0.245
3.620,88.990,0.000,2.150
4.420,88.990,0.000,4.346
5.220,88.990,0.000,2.902
6.020,88.990,0.000,-0.729
6.820,88.990,0.000,-1.495
7.620,88.990,0.000,-0.995
8.420,88.990,0.000,-0.674
9.220,88.990,0.000,-0.480
-1.180,89.990,0.000,-0.407
-0.380,89.990,0.000,-0.551
0.420,89.990,0.000,-0.788
1.220,89.990,0.000,-1.178
2.020,89.990,0.000,-1.404
2.820,89.990,0.000,0.819
3.620,89.990,0.000,4.551
4.420,89.990,0.000,5.122
5.220,89.990,0.000,2.184
6.020,89.990,0.000,-1.100
6.820,89.990,0.000,-1.532
7.620,89.990,0.000,-1.006
8.420,89.990,0.000,-0.672
9.220,89.990,0.000,-0.482
-1.180,90.990,0.000,-0.403
-0.380,90.990,0.000,-0.562
0.420,90.990,0.000,-0.814
1.220,90.990,0.000,-1.228
2.020,90.990,0.000,-1.475
2.820,90.990,0.000,1.036
3.620,90.990,0.000,5.889
4.420,90.990,0.000,7.078
5.220,90.990,0.000,2.749
6.020,90.990,0.000,-1.086
6.820,90.990,0.000,-1.567
7.620,90.990,0.000,-1.027
8.420,90.990,0.000,-0.689
9.220,90.990,0.000,-0.484
-1.180,91.990,0.000,-0.416
-0.380,91.990,0.000,-0.577
0.420,91.990,0.000,-0.826
1.220,91.990,0.000,-1.254
2.020,91.990,0.000,-1.536
2.820,91.990,0.000,0.892
3.620,91.990,0.000,5.795
4.420,91.990,0.000,7.273
5.220,91.990,0.000,2.611
6.020,91.990,0.000,-1.238
6.820,91.990,0.000,-1.606
7.620,91.990,0.000,-1.037
8.420,91.990,0.000,-0.698
9.220,91.990,0.000,-0.492
-1.180,92.990,0.000,-0.420
-0.380,92.990,0.000,-0.566
0.420,92.990,0.000,-0.835
1.220,92.990,0.000,-1.263
2.020,92.990,0.000,-1.545
2.820,92.990,0.000,0.789
3.620,92.990,0.000,5.679
4.420,92.990,0.000,7.148
5.220,92.990,0.000,2.916
6.020,92.990,0.000,-0.978
6.820,92.990,0.000,-1.587
7.620,92.990,0.000,-1.037
8.420,92.990,0.000,-0.689
9.220,92.990,0.000,-0.485
-1.180,93.990,0.000,-0.425
-0.380,93.990,0.000,-0.575
0.420,93.990,0.000,-0.839
1.220,93.990,0.000,-1.256
2.020,93.990,0.000,-1.551
2.820,93.990,0.000,0.597
3.620,93.990,0.000,5.143
4.420,93.990,0.000,6.454
5.220,93.990,0.000,2.330
6.020,93.990,0.000,-1.303
6.820,93.990,0.000,-1.616
7.620,93.990,0.000,-1.048
8.420,93.990,0.000,-0.698
9.220,93.990,0.000,-0.495
-1.180,94.990,0.000,-0.421
-0.380,94.990,0.000,-0.585
0.420,94.990,0.000,-0.839
1.220,94.990,0.000,-1.267
2.020,94.990,0.000,-1.525
2.820,94.990,0.000,0.767
3.620,94.990,0.000,5.348
4.420,94.990,0.000,6.414
5.220,94.990,0.000,2.123
6.020,94.990,0.000,-1.294
6.820,94.990,0.000,-1.585
7.620,94.990,0.000,-1.035
8.420,94.990,0.000,-0.691
9.220,94.990,0.000,-0.496
-1.180,95.990,0.000,-0.423
-0.380,95.990,0.000,-0.585
0.420,95.990,0.000,-0.852
1.220,95.990,0.000,-1.263
2.020,95.990,0.000,-1.505
2.820,95.990,0.000,0.882
3.620,95.990,0.000,5.319
4.420,95.990,0.000,6.419
5.220,95.990,0.000,2.248
6.020,95.990,0.000,-1.311
6.820,95.990,0.000,-1.598
7.620,95.990,0.000,-1.036
8.420,95.990,0.000,-0.690
9.220,95.990,0.000,-0.489
-1.180,96.990,0.000,-0.426
-0.380,96.990,0.000,-0.588
0.420,96.990,0.000,-0.852
1.220,96.990,0.000,-1.271
2.020,96.990,0.000,-1.479
2.820,96.990,0.000,1.091
3.620,96.990,0.000,5.308
4.420,96.990,0.000,6.602
5.220,96.990,0.000,2.622
6.020,96.990,0.000,-1.113
6.820,96.990,0.000,-1.584
7.620,96.990,0.000,-1.041
8.420,96.990,0.000,-0.698
9.220,96.990,0.000,-0.495
-1.180,97.990,0.000,-0.435
-0.380,97.990,0.000,-0.587
0.420,97.990,0.000,-0.862
1.220,97.990,0.000,-1.285
2.020,97.990,0.000,-1.563
2.820,97.990,0.000,0.780
3.620,97.990,0.000,4.789
4.420,97.990,0.000,5.777
5.220,97.990,0.000,1.733
6.020,97.990,0.000,-1.327
6.820,97.990,0.000,-1.587
7.620,97.990,0.000,-1.045
8.420,97.990,0.000,-0.699
9.220,97.990,0.000,-0.497
-1.180,98.990,0.000,-0.435
-0.380,98.990,0.000,-0.589
0.420,98.990,0.000,-0.858
1.220,98.990,0.000,-1.300
2.020,98.990,0.000,-1.521
2.820,98.990,0.000,1.211
3.620,98.990,0.000,5.739
4.420,98.990,0.000,6.575
5.220,98.990,0.000,2.580
6.020,98.990,0.000,-1.048
6.820,98.990,0.000,-1.601
7.620,98.990,0.000,-1.057
8.420,98.990,0.000,-0.699
9.220,98.990,0.000,-0.497
-1.180,99.990,0.000,-0.428
-0.380,99.990,0.000,-0.599
0.420,99.990,0.000,-0.863
1.220,99.990,0.000,-1.310
2.020,99.990,0.000,-1.532
2.820,99.990,0.000,1.205
3.620,99.990,0.000,5.653
4.420,99.990,0.000,6.189
5.220,99.990,0.000,2.297
6.020,99.990,0.000,-1.167
6.820,99.990,0.000,-1.633
7.620,99.990,0.000,-1.057
8.420,99.990,0.000,-0.707
9.220,99.990,0.000,-0.500
-1.180,100.990,0.000,-0.428
-0.380,100.990,0.000,-0.596
0.420,100.990,0.000,-0.866
1.220,100.990,0.000,-1.310
2.020,100.990,0.000,-1.554
2.820,100.990,0.000,1.082
3.620,100.990,0.000,5.797
4.420,100.990,0.000,6.910
5.220,100.990,0.000,2.706
6.020,100.990,0.000,-1.167
6.820,100.990,0.000,-1.648
7.620,100.990,0.000,-1.066
8.420,100.990,0.000,-0.709
9.220,100.990,0.000,-0.507
-1.180,101.990,0.000,-0.425
-0.380,101.990,0.000,-0.589
0.420,101.990,0.000,-0.861
1.220,101.990,0.000,-1.304
2.020,101.990,0.000,-1.562
2.820,101.990,0.000,1.011
3.620,101.990,0.000,5.750
4.420,101.990,0.000,6.835
5.220,101.990,0.000,2.626
6.020,101.990,0.000,-1.241
6.820,101.990,0.000,-1.667
7.620,101.990,0.000,-1.071
8.420,101.990,0.000,-0.704
9.220,101.990,0.000,-0.505
-1.180,102.990,0.000,-0.422
-0.380,102.990,0.000,-0.586
0.420,102.990,0.000,-0.846
1.220,102.990,0.000,-1.285
2.020,102.990,0.000,-1.527
2.820,102.990,0.000,1.043
3.620,102.990,0.000,5.516
4.420,102.990,0.000,7.206
5.220,102.990,0.000,3.256
6.020,102.990,0.000,-0.978
6.820,102.990,0.000,-1.656
7.620,102.990,0.000,-1.071
8.420,102.990,0.000,-0.717
9.220,102.990,0.000,-0.504
-1.180,103.990,0.000,-0.426
-0.380,103.990,0.000,-0.578
0.420,103.990,0.000,-0.836
1.220,103.990,0.000,-1.261
2.020,103.990,0.000,-1.443
2.820,103.990,0.000,1.194
3.620,103.990,0.000,5.645
4.420,103.990,0.000,6.464
5.220,103.990,0.000,2.482
6.020,103.990,0.000,-1.187
6.820,103.990,0.000,-1.627
7.620,103.990,0.000,-1.053
8.420,103.990,0.000,-0.702
9.220,103.990,0.000,-0.497
-1.180,104.990,0.000,-0.417
-0.380,104.990,0.000,-0.569
0.420,104.990,0.000,-0.823
1.220,104.990,0.000,-1.225
2.020,104.990,0.000,-1.514
2.820,104.990,0.000,0.076
3.620,104.990,0.000,3.403
4.420,104.990,0.000,5.502
5.220,104.990,0.000,2.326
6.020,104.990,0.000,-1.148
6.820,104.990,0.000,-1.613
7.620,104.990,0.000,-1.049
8.420,104.990,0.000,-0.698
9.220,104.990,0.000,-0.501
-1.180,105.990,0.000,-0.412
-0.380,105.990,0.000,-0.563
0.420,105.990,0.000,-0.814
1.220,105.990,0.000,-1.214
2.020,105.990,0.000,-1.485
2.820,105.990,0.000,0.347
3.620,105.990,0.000,3.847
4.420,105.990,0.000,6.005
5.220,105.990,0.000,2.664
6.020,105.990,0.000,-1.135
6.820,105.990,0.000,-1.623
7.620,105.990,0.000,-1.042
8.420,105.990,0.000,-0.698
9.220,105.990,0.000,-0.499
-1.180,106.990,0.000,-0.414
-0.380,106.990,0.000,-0.560
0.420,106.990,0.000,-0.818
1.220,106.990,0.000,-1.227
2.020,106.990,0.000,-1.566
2.820,106.990,0.000,0.520
3.620,106.990,0.000,5.021
4.420,106.990,0.000,6.957
5.220,106.990,0.000,3.223
6.020,106.990,0.000,-0.955
6.820,106.990,0.000,-1.628
7.620,106.990,0.000,-1.052
8.420,106.990,0.000,-0.698
9.220,106.990,0.000,-0.497
-1.180,107.990,0.000,-0.411
-0.380,107.990,0.000,-0.562
0.420,107.990,0.000,-0.817
1.220,107.990,0.000,-1.237
2.020,107.990,0.000,-1.523
2.820,107.990,0.000,0.825
3.620,107.990,0.000,5.156
4.420,107.990,0.000,6.527
5.220,107.990,0.000,2.935
6.020,107.990,0.000,-1.010
6.820,107.990,0.000,-1.629
7.620,107.990,0.000,-1.057
8.420,107.990,0.000,-0.700
9.220,107.990,0.000,-0.488
-1.180,108.990,0.000,-0.408
-0.380,108.990,0.000,-0.561
0.420,108.990,0.000,-0.816
1.220,108.990,0.000,-1.235
2.020,108.990,0.000,-1.518
2.820,108.990,0.000,0.789
3.620,108.990,0.000,5.094
4.420,108.990,0.000,6.243
5.220,108.990,0.000,2.461
6.020,108.990,0.000,-1.088
6.820,108.990,0.000,-1.620
7.620,108.990,0.000,-1.052
8.420,108.990,0.000,-0.698
9.220,108.990,0.000,-0.490
-1.180,109.990,0.000,-0.412
-0.380,109.990,0.000,-0.559
0.420,109.990,0.000,-0.815
1.220,109.990,0.000,-1.236
2.020,109.990,0.000,-1.495
2.820,109.990,0.000,0.931
3.620,109.990,0.000,5.536
4.420,109.990,0.000,6.854
5.220,109.990,0.000,3.234
6.020,109.990,0.000,-0.806
6.820,109.990,0.000,-1.603
7.620,109.990,0.000,-1.043
8.420,109.990,0.000,-0.693
9.220,109.990,0.000,-0.489
-1.180,110.990,0.000,-0.404
-0.380,110.990,0.000,-0.558
0.420,110.990,0.000,-0.814
1.220,110.990,0.000,-1.238
2.020,110.990,0.000,-1.508
2.820,110.990,0.000,0.814
3.620,110.990,0.000,5.056
4.420,110.990,0.000,5.589
5.220,110.990,0.000,1.540
6.020,110.990,0.000,-1.325
6.820,110.990,0.000,-1.597
7.620,110.990,0.000,-1.035
8.420,110.990,0.000,-0.682
9.220,110.990,0.000,-0.487
-1.180,111.990,0.000,-0.409
-0.380,111.990,0.000,-0.561
0.420,111.990,0.000,-0.811
1.220,111.990,0.000,-1.219
2.020,111.990,0.000,-1.504
2.820,111.990,0.000,0.786
3.620,111.990,0.000,5.113
4.420,111.990,0.000,5.868
5.220,111.990,0.000,2.033
6.020,111.990,0.000,-1.099
6.820,111.990,0.000,-1.579
7.620,111.990,0.000,-1.030
8.420,111.990,0.000,-0.694
9.220,111.990,0.000,-0.484
-1.180,112.990,0.000,-0.411
-0.380,112.990,0.000,-0.563
0.420,112.990,0.000,-0.810
1.220,112.990,0.000,-1.226
2.020,112.990,0.000,-1.562
2.820,112.990,0.000,0.512
3.620,112.990,0.000,4.721
4.420,112.990,0.000,6.350
5.220,112.990,0.000,2.423
6.020,112.990,0.000,-1.259
6.820,112.990,0.000,-1.612
7.620,112.990,0.000,-1.041
8.420,112.990,0.000,-0.688
9.220,112.990,0.000,-0.495
-1.180,113.990,0.000,-0.408
-0.380,113.990,0.000,-0.564
0.420,113.990,0.000,-0.810
1.220,113.990,0.000,-1.234
2.020,113.990,0.000,-1.546
2.820,113.990,0.000,0.715
3.620,113.990,0.000,4.950
4.420,113.990,0.000,6.500
5.220,113.990,0.000,2.873
6.020,113.990,0.000,-0.930
6.820,113.990,0.000,-1.617
7.620,113.990,0.000,-1.058
8.420,113.990,0.000,-0.696
9.220,113.990,0.000,-0.493
-1.180,114.990,0.000,-0.413
-0.380,114.990,0.000,-0.556
0.420,114.990,0.000,-0.814
1.220,114.990,0.000,-1.230
2.020,114.990,0.000,-1.553
2.820,114.990,0.000,0.761
3.620,114.990,0.000,5.242
4.420,114.990,0.000,6.785
5.220,114.990,0.000,2.803
6.020,114.990,0.000,-1.135
6.820,114.990,0.000,-1.650
7.620,114.990,0.000,-1.058
8.420,114.990,0.000,-0.707
9.220,114.990,0.000,-0.493
-1.180,115.990,0.000,-0.406
-0.380,115.990,0.000,-0.560
0.420,115.990,0.000,-0.810
1.220,115.990,0.000,-1.230
2.020,115.990,0.000,-1.618
2.820,115.990,0.000,0.242
3.620,115.990,0.000,4.731
4.420,115.990,0.000,6.994
5.220,115.990,0.000,3.502
6.020,115.990,0.000,-0.723
6.820,115.990,0.000,-1.634
7.620,115.990,0.000,-1.072
8.420,115.990,0.000,-0.697
9.220,115.990,0.000,-0.489
-1.180,116.990,0.000,-0.402
-0.380,116.990,0.000,-0.548
0.420,116.990,0.000,-0.801
1.220,116.990,0.000,-1.214
2.020,116.990,0.000,-1.523
2.820,116.990,0.000,0.790
3.620,116.990,0.000,5.309
4.420,116.990,0.000,6.255
5.220,116.990,0.000,2.356
6.020,116.990,0.000,-1.052
6.820,116.990,0.000,-1.618
7.620,116.990,0.000,-1.055
8.420,116.990,0.000,-0.698
9.220,116.990,0.000,-0.492
-1.180,117.990,0.000,-0.408
-0.380,117.990,0.000,-0.549
0.420,117.990,0.000,-0.801
1.220,117.990,0.000,-1.205
2.020,117.990,0.000,-1.526
2.820,117.990,0.000,0.892
3.620,117.990,0.000,5.477
4.420,117.990,0.000,6.603
5.220,117.990,0.000,2.668
6.020,117.990,0.000,-0.978
6.820,117.990,0.000,-1.604
7.620,117.990,0.000,-1.055
8.420,117.990,0.000,-0.691
9.220,117.990,0.000,-0.488
-1.180,118.990,0.000,-0.401
-0.380,118.990,0.000,-0.545
0.420,118.990,0.000,-0.792
1.220,118.990,0.000,-1.193
2.020,118.990,0.000,-1.552
2.820,118.990,0.000,0.420
3.620,118.990,0.000,4.644
4.420,118.990,0.000,6.392
5.220,118.990,0.000,2.406
6.020,118.990,0.000,-1.307
6.820,118.990,0.000,-1.625
7.620,118.990,0.000,-1.052
8.420,118.990,0.000,-0.690
9.220,118.990,0.000,-0.486
-1.180,119.990,0.000,-0.398
-0.380,119.990,0.000,-0.533
0.420,119.990,0.000,-0.782
1.220,119.990,0.000,-1.173
2.020,119.990,0.000,-1.537
2.820,119.990,0.000,0.201
3.620,119.990,0.000,3.873
4.420,119.990,0.000,6.501
5.220,119.990,0.000,3.256
6.020,119.990,0.000,-0.838
6.820,119.990,0.000,-1.612
7.620,119.990,0.000,-1.052
8.420,119.990,0.000,-0.693
9.220,119.990,0.000,-0.489
-1.180,120.990,0.000,-0.387
-0.380,120.990,0.000,-0.532
0.420,120.990,0.000,-0.769
1.220,120.990,0.000,-1.158
2.020,120.990,0.000,-1.511
2.820,120.990,0.000,0.259
3.620,120.990,0.000,4.235
4.420,120.990,0.000,6.222
5.220,120.990,0.000,3.126
6.020,120.990,0.000,-0.713
6.820,120.990,0.000,-1.619
7.620,120.990,0.000,-1.057
8.420,120.990,0.000,-0.698
9.220,120.990,0.000,-0.491
-1.180,121.990,0.000,-0.386
-0.380,121.990,0.000,-0.525
0.420,121.990,0.000,-0.757
1.220,121.990,0.000,-1.144
2.020,121.990,0.000,-1.515
2.820,121.990,0.000,0.287
3.620,121.990,0.000,4.121
4.420,121.990,0.000,6.114
5.220,121.990,0.000,3.141
6.020,121.990,0.000,-0.601
6.820,121.990,0.000,-1.615
7.620,121.990,0.000,-1.073
8.420,121.990,0.000,-0.713
9.220,121.990,0.000,-0.493
-1.180,122.990,0.000,-0.381
-0.380,122.990,0.000,-0.523
0.420,122.990,0.000,-0.764
1.220,122.990,0.000,-1.154
2.020,122.990,0.000,-1.499
2.820,122.990,0.000,0.495
3.620,122.990,0.000,4.358
4.420,122.990,0.000,5.651
5.220,122.990,0.000,2.437
6.020,122.990,0.000,-0.984
6.820,122.990,0.000,-1.657
7.620,122.990,0.000,-1.082
8.420,122.990,0.000,-0.705
9.220,122.990,0.000,-0.493
-1.180,123.990,0.000,-0.387
-0.380,123.990,0.000,-0.520
0.420,123.990,0.000,-0.748
1.220,123.990,0.000,-1.141
2.020,123.990,0.000,-1.530
2.820,123.990,0.000,0.291
3.620,123.990,0.000,4.663
4.420,123.990,0.000,7.079
5.220,123.990,0.000,3.756
6.020,123.990,0.000,-0.553
6.820,123.990,0.000,-1.650
7.620,123.990,0.000,-1.082
8.420,123.990,0.000,-0.710
9.220,123.990,0.000,-0.491
-1.180,124.990,0.000,-0.381
-0.380,124.990,0.000,-0.515
0.420,124.990,0.000,-0.745
1.220,124.990,0.000,-1.127
2.020,124.990,0.000,-1.553
2.820,124.990,0.000,-0.006
3.620,124.990,0.000,4.529
4.420,124.990,0.000,7.340
5.220,124.990,0.000,3.858
6.020,124.990,0.000,-0.604
6.820,124.990,0.000,-1.658
7.620,124.990,0.000,-1.086
8.420,124.990,0.000,-0.714
9.220,124.990,0.000,-0.496
-1.180,125.990,0.000,-0.372
-0.380,125.990,0.000,-0.514
0.420,125.990,0.000,-0.742
1.220,125.990,0.000,-1.122
2.020,125.990,0.000,-1.556
2.820,125.990,0.000,-0.281
3.620,125.990,0.000,3.946
4.420,125.990,0.000,6.982
5.220,125.990,0.000,3.711
6.020,125.990,0.000,-0.677
6.820,125.990,0.000,-1.666
7.620,125.990,0.000,-1.088
8.420,125.990,0.000,-0.709
9.220,125.990,0.000,-0.486
-1.180,126.990,0.000,-0.365
