x,y,delme,B
-1.250,157.030,0.000,-0.162
-0.450,157.030,0.000,-0.225
0.350,157.030,0.000,-0.326
1.150,157.030,0.000,-0.479
1.950,157.030,0.000,-0.563
2.750,157.030,0.000,0.355
3.550,157.030,0.000,2.099
4.350,157.030,0.000,2.752
5.150,157.030,0.000,1.237
5.950,157.030,0.000,-0.278
6.750,157.030,0.000,-0.649
7.550,157.030,0.000,-0.445
8.350,157.030,0.000,-0.302
9.150,157.030,0.000,-0.207
-1.250,158.030,0.000,-0.154
-0.450,158.030,0.000,-0.219
0.350,158.030,0.000,-0.323
1.150,158.030,0.000,-0.476
1.950,158.030,0.000,-0.547
2.750,158.030,0.000,0.351
3.550,158.030,0.000,2.030
4.350,158.030,0.000,2.480
5.150,158.030,0.000,1.055
5.950,158.030,0.000,-0.310
6.750,158.030,0.000,-0.640
7.550,158.030,0.000,-0.444
8.350,158.030,0.000,-0.295
9.150,158.030,0.000,-0.210
-1.250,159.030,0.000,-0.167
-0.450,159.030,0.000,-0.222
0.350,159.030,0.000,-0.330
1.150,159.030,0.000,-0.481
1.950,159.030,0.000,-0.563
2.750,159.030,0.000,0.199
3.550,159.030,0.000,1.640
4.350,159.030,0.000,2.378
5.150,159.030,0.000,1.163
5.950,159.030,0.000,-0.240
6.750,159.030,0.000,-0.641
7.550,159.030,0.000,-0.447
8.350,159.030,0.000,-0.294
9.150,159.030,0.000,-0.207
-1.250,160.030,0.000,-0.165
-0.450,160.030,0.000,-0.227
0.350,160.030,0.000,-0.330
1.150,160.030,0.000,-0.481
1.950,160.030,0.000,-0.575
2.750,160.030,0.000,0.177
3.550,160.030,0.000,1.846
4.350,160.030,0.000,2.761
5.150,160.030,0.000,1.391
5.950,160.030,0.000,-0.176
6.750,160.030,0.000,-0.651
7.550,160.030,0.000,-0.453
8.350,160.030,0.000,-0.301
9.150,160.030,0.000,-0.206
-1.250,161.030,0.000,-0.169
-0.450,161.030,0.000,-0.225
0.350,161.030,0.000,-0.330
1.150,161.030,0.000,-0.489
1.950,161.030,0.000,-0.561
2.750,161.030,0.000,0.398
3.550,161.030,0.000,2.136
4.350,161.030,0.000,2.641
5.150,161.030,0.000,1.203
5.950,161.030,0.000,-0.218
6.750,161.030,0.000,-0.650
7.550,161.030,0.000,-0.454
8.350,161.030,0.000,-0.298
9.150,161.030,0.000,-0.204
-1.250,162.030,0.000,-0.160
-0.450,162.030,0.000,-0.226
0.350,162.030,0.000,-0.327
1.150,162.030,0.000,-0.493
1.950,162.030,0.000,-0.574
2.750,162.030,0.000,0.405
3.550,162.030,0.000,2.171
4.350,162.030,0.000,2.765
5.150,162.030,0.000,1.400
5.950,162.030,0.000,-0.095
6.750,162.030,0.000,-0.635
7.550,162.030,0.000,-0.454
8.350,162.030,0.000,-0.297
9.150,162.030,0.000,-0.209
-1.250,163.030,0.000,-0.164
-0.450,163.030,0.000,-0.223
0.350,163.030,0.000,-0.329
1.150,163.030,0.000,-0.483
1.950,163.030,0.000,-0.564
2.750,163.030,0.000,0.547
3.550,163.030,0.000,2.481
4.350,163.030,0.000,2.590
5.150,163.030,0.000,0.989
5.950,163.030,0.000,-0.365
6.750,163.030,0.000,-0.654
7.550,163.030,0.000,-0.454
8.350,163.030,0.000,-0.290
9.150,163.030,0.000,-0.207
-1.250,164.030,0.000,-0.170
-0.450,164.030,0.000,-0.226
0.350,164.030,0.000,-0.324
1.150,164.030,0.000,-0.483
1.950,164.030,0.000,-0.543
2.750,164.030,0.000,0.506
3.550,164.030,0.000,2.147
4.350,164.030,0.000,2.333
5.150,164.030,0.000,0.860
5.950,164.030,0.000,-0.338
6.750,164.030,0.000,-0.617
7.550,164.030,0.000,-0.440
8.350,164.030,0.000,-0.290
9.150,164.030,0.000,-0.205
-1.250,165.030,0.000,-0.161
-0.450,165.030,0.000,-0.222
0.350,165.030,0.000,-0.322
1.150,165.030,0.000,-0.472
1.950,165.030,0.000,-0.572
2.750,165.030,0.000,0.133
3.550,165.030,0.000,1.508
4.350,165.030,0.000,2.185
5.150,165.030,0.000,1.126
5.950,165.030,0.000,-0.103
6.750,165.030,0.000,-0.607
7.550,165.030,0.000,-0.440
8.350,165.030,0.000,-0.294
9.150,165.030,0.000,-0.205
-1.250,166.030,0.000,-0.159
-0.450,166.030,0.000,-0.219
0.350,166.030,0.000,-0.312
1.150,166.030,0.000,-0.468
1.950,166.030,0.000,-0.554
2.750,166.030,0.000,0.338
3.550,166.030,0.000,2.164
4.350,166.030,0.000,2.670
5.150,166.030,0.000,1.292
5.950,166.030,0.000,-0.253
6.750,166.030,0.000,-0.635
7.550,166.030,0.000,-0.440
8.350,166.030,0.000,-0.292
9.150,166.030,0.000,-0.205
-1.250,167.030,0.000,-0.158
-0.450,167.030,0.000,-0.221
0.350,167.030,0.000,-0.312
1.150,167.030,0.000,-0.467
1.950,167.030,0.000,-0.550
2.750,167.030,0.000,0.269
3.550,167.030,0.000,1.819
4.350,167.030,0.000,2.585
5.150,167.030,0.000,1.172
5.950,167.030,0.000,-0.348
6.750,167.030,0.000,-0.645
7.550,167.030,0.000,-0.447
8.350,167.030,0.000,-0.293
9.150,167.030,0.000,-0.207
-1.250,168.030,0.000,-0.161
-0.450,168.030,0.000,-0.221
0.350,168.030,0.000,-0.317
1.150,168.030,0.000,-0.452
1.950,168.030,0.000,-0.572
2.750,168.030,0.000,0.006
3.550,168.030,0.000,1.283
4.350,168.030,0.000,2.260
5.150,168.030,0.000,1.391
5.950,168.030,0.000,-0.083
6.750,168.030,0.000,-0.619
7.550,168.030,0.000,-0.448
8.350,168.030,0.000,-0.298
9.150,168.030,0.000,-0.205
-1.250,169.030,0.000,-0.151
-0.450,169.030,0.000,-0.218
0.350,169.030,0.000,-0.316
1.150,169.030,0.000,-0.461
1.950,169.030,0.000,-0.540
2.750,169.030,0.000,0.392
3.550,169.030,0.000,1.910
4.350,169.030,0.000,2.510
5.150,169.030,0.000,1.327
5.950,169.030,0.000,-0.040
6.750,169.030,0.000,-0.623
7.550,169.030,0.000,-0.459
8.350,169.030,0.000,-0.305
9.150,169.030,0.000,-0.207
-1.250,170.030,0.000,-0.156
-0.450,170.030,0.000,-0.218
0.350,170.030,0.000,-0.318
1.150,170.030,0.000,-0.466
1.950,170.030,0.000,-0.538
2.750,170.030,0.000,0.471
3.550,170.030,0.000,2.249
4.350,170.030,0.000,2.640
5.150,170.030,0.000,1.435
5.950,170.030,0.000,-0.130
6.750,170.030,0.000,-0.639
7.550,170.030,0.000,-0.462
8.350,170.030,0.000,-0.301
9.150,170.030,0.000,-0.206
-1.250,171.030,0.000,-0.165
-0.450,171.030,0.000,-0.219
0.350,171.030,0.000,-0.310
1.150,171.030,0.000,-0.453
1.950,171.030,0.000,-0.548
2.750,171.030,0.000,0.222
3.550,171.030,0.000,1.746
4.350,171.030,0.000,2.538
5.150,171.030,0.000,1.375
5.950,171.030,0.000,-0.045
6.750,171.030,0.000,-0.624
7.550,171.030,0.000,-0.457
8.350,171.030,0.000,-0.296
9.150,171.030,0.000,-0.208
-1.250,172.030,0.000,-0.159
-0.450,172.030,0.000,-0.213
0.350,172.030,0.000,-0.315
1.150,172.030,0.000,-0.455
1.950,172.030,0.000,-0.568
2.750,172.030,0.000,0.026
3.550,172.030,0.000,1.522
4.350,172.030,0.000,2.574
5.150,172.030,0.000,1.634
5.950,172.030,0.000,0.145
6.750,172.030,0.000,-0.602
7.550,172.030,0.000,-0.449
8.350,172.030,0.000,-0.308
9.150,172.030,0.000,-0.207
-1.250,173.030,0.000,-0.153
-0.450,173.030,0.000,-0.212
0.350,173.030,0.000,-0.309
1.150,173.030,0.000,-0.454
1.950,173.030,0.000,-0.514
2.750,173.030,0.000,0.414
3.550,173.030,0.000,1.835
4.350,173.030,0.000,2.473
5.150,173.030,0.000,1.608
5.950,173.030,0.000,0.191
6.750,173.030,0.000,-0.569
7.550,173.030,0.000,-0.437
8.350,173.030,0.000,-0.288
9.150,173.030,0.000,-0.202
-1.250,174.030,0.000,-0.155
-0.450,174.030,0.000,-0.214
0.350,174.030,0.000,-0.301
1.150,174.030,0.000,-0.452
1.950,174.030,0.000,-0.505
2.750,174.030,0.000,0.411
3.550,174.030,0.000,1.818
4.350,174.030,0.000,1.752
5.150,174.030,0.000,0.718
5.950,174.030,0.000,-0.290
6.750,174.030,0.000,-0.595
7.550,174.030,0.000,-0.426
8.350,174.030,0.000,-0.284
9.150,174.030,0.000,-0.203
-1.250,175.030,0.000,-0.152
-0.450,175.030,0.000,-0.216
0.350,175.030,0.000,-0.306
1.150,175.030,0.000,-0.445
1.950,175.030,0.000,-0.511
2.750,175.030,0.000,0.396
3.550,175.030,0.000,1.901
4.350,175.030,0.000,1.868
5.150,175.030,0.000,0.867
5.950,175.030,0.000,-0.200
6.750,175.030,0.000,-0.574
7.550,175.030,0.000,-0.424
8.350,175.030,0.000,-0.282
9.150,175.030,0.000,-0.208
-1.250,176.030,0.000,-0.159
-0.450,176.030,0.000,-0.214
0.350,176.030,0.000,-0.301
1.150,176.030,0.000,-0.450
1.950,176.030,0.000,-0.533
2.750,176.030,0.000,0.334
3.550,176.030,0.000,1.855
4.350,176.030,0.000,1.794
5.150,176.030,0.000,0.587
5.950,176.030,0.000,-0.220
6.750,176.030,0.000,-0.559
7.550,176.030,0.000,-0.410
8.350,176.030,0.000,-0.280
9.150,176.030,0.000,-0.197
-1.250,177.030,0.000,-0.158
-0.450,177.030,0.000,-0.208
0.350,177.030,0.000,-0.307
1.150,177.030,0.000,-0.461
1.950,177.030,0.000,-0.565
2.750,177.030,0.000,0.143
3.550,177.030,0.000,1.668
4.350,177.030,0.000,1.649
5.150,177.030,0.000,0.794
5.950,177.030,0.000,-0.127
6.750,177.030,0.000,-0.584
7.550,177.030,0.000,-0.436
8.350,177.030,0.000,-0.295
9.150,177.030,0.000,-0.203
-1.250,178.030,0.000,-0.158
-0.450,178.030,0.000,-0.219
0.350,178.030,0.000,-0.322
1.150,178.030,0.000,-0.470
1.950,178.030,0.000,-0.550
2.750,178.030,0.000,0.431
3.550,178.030,0.000,2.327
4.350,178.030,0.000,2.357
5.150,178.030,0.000,1.180
5.950,178.030,0.000,-0.003
6.750,178.030,0.000,-0.611
7.550,178.030,0.000,-0.450
8.350,178.030,0.000,-0.298
9.150,178.030,0.000,-0.208
-1.250,179.030,0.000,-0.156
-0.450,179.030,0.000,-0.218
0.350,179.030,0.000,-0.321
1.150,179.030,0.000,-0.477
1.950,179.030,0.000,-0.567
2.750,179.030,0.000,0.368
3.550,179.030,0.000,2.287
4.350,179.030,0.000,2.958
5.150,179.030,0.000,1.625
5.950,179.030,0.000,0.016
6.750,179.030,0.000,-0.635
7.550,179.030,0.000,-0.476
8.350,179.030,0.000,-0.316
9.150,179.030,0.000,-0.216
-1.250,180.030,0.000,-0.158
-0.450,180.030,0.000,-0.226
0.350,180.030,0.000,-0.325
1.150,180.030,0.000,-0.489
1.950,180.030,0.000,-0.600
2.750,180.030,0.000,0.231
3.550,180.030,0.000,1.973
4.350,180.030,0.000,2.731
5.150,180.030,0.000,1.788
5.950,180.030,0.000,0.175
6.750,180.030,0.000,-0.632
7.550,180.030,0.000,-0.491
8.350,180.030,0.000,-0.322
9.150,180.030,0.000,-0.210
-1.250,181.030,0.000,-0.158
-0.450,181.030,0.000,-0.218
0.350,181.030,0.000,-0.336
1.150,181.030,0.000,-0.486
1.950,181.030,0.000,-0.597
2.750,181.030,0.000,0.263
3.550,181.030,0.000,2.038
4.350,181.030,0.000,2.611
5.150,181.030,0.000,1.443
5.950,181.030,0.000,0.064
6.750,181.030,0.000,-0.661
7.550,181.030,0.000,-0.510
8.350,181.030,0.000,-0.323
9.150,181.030,0.000,-0.224
-1.250,182.030,0.000,-0.155
-0.450,182.030,0.000,-0.225
0.350,182.030,0.000,-0.327
1.150,182.030,0.000,-0.502
1.950,182.030,0.000,-0.593
2.750,182.030,0.000,0.341
3.550,182.030,0.000,2.273
4.350,182.030,0.000,2.823
5.150,182.030,0.000,1.479
5.950,182.030,0.000,0.088
6.750,182.030,0.000,-0.666
7.550,182.030,0.000,-0.517
8.350,182.030,0.000,-0.329
9.150,182.030,0.000,-0.217
-1.250,183.030,0.000,-0.159
-0.450,183.030,0.000,-0.223
0.350,183.030,0.000,-0.327
1.150,183.030,0.000,-0.497
1.950,183.030,0.000,-0.617
2.750,183.030,0.000,0.274
3.550,183.030,0.000,2.221
4.350,183.030,0.000,2.946
5.150,183.030,0.000,1.612
5.950,183.030,0.000,0.118
6.750,183.030,0.000,-0.688
7.550,183.030,0.000,-0.523
8.350,183.030,0.000,-0.342
9.150,183.030,0.000,-0.232
-1.250,184.030,0.000,-0.152
-0.450,184.030,0.000,-0.225
0.350,184.030,0.000,-0.328
1.150,184.030,0.000,-0.493
1.950,184.030,0.000,-0.625
2.750,184.030,0.000,0.165
3.550,184.030,0.000,1.945
4.350,184.030,0.000,2.785
5.150,184.030,0.000,1.804
5.950,184.030,0.000,0.217
6.750,184.030,0.000,-0.667
7.550,184.030,0.000,-0.520
8.350,184.030,0.000,-0.338
9.150,184.030,0.000,-0.221
-1.250,185.030,0.000,-0.147
-0.450,185.030,0.000,-0.215
0.350,185.030,0.000,-0.311
1.150,185.030,0.000,-0.486
1.950,185.030,0.000,-0.592
2.750,185.030,0.000,0.327
3.550,185.030,0.000,2.317
4.350,185.030,0.000,3.063
5.150,185.030,0.000,2.029
5.950,185.030,0.000,0.317
6.750,185.030,0.000,-0.647
7.550,185.030,0.000,-0.520
8.350,185.030,0.000,-0.325
9.150,185.030,0.000,-0.217
-1.250,186.030,0.000,-0.140
-0.450,186.030,0.000,-0.201
0.350,186.030,0.000,-0.309
1.150,186.030,0.000,-0.464
1.950,186.030,0.000,-0.576
2.750,186.030,0.000,0.360
3.550,186.030,0.000,2.450
4.350,186.030,0.000,3.235
5.150,186.030,0.000,2.156
5.950,186.030,0.000,0.367
6.750,186.030,0.000,-0.629
7.550,186.030,0.000,-0.510
8.350,186.030,0.000,-0.323
9.150,186.030,0.000,-0.206
-1.250,187.030,0.000,-0.133
-0.450,187.030,0.000,-0.196
0.350,187.030,0.000,-0.287
1.150,187.030,0.000,-0.442
1.950,187.030,0.000,-0.542
2.750,187.030,0.000,0.380
3.550,187.030,0.000,2.367
4.350,187.030,0.000,2.823
5.150,187.030,0.000,1.962
5.950,187.030,0.000,0.410
6.750,187.030,0.000,-0.570
7.550,187.030,0.000,-0.473
8.350,187.030,0.000,-0.296
9.150,187.030,0.000,-0.193
-1.250,188.030,0.000,-0.112
-0.450,188.030,0.000,-0.178
0.350,188.030,0.000,-0.264
1.150,188.030,0.000,-0.402
1.950,188.030,0.000,-0.494
2.750,188.030,0.000,0.425
3.550,188.030,0.000,2.259
4.350,188.030,0.000,2.454
5.150,188.030,0.000,1.523
5.950,188.030,0.000,0.378
6.750,188.030,0.000,-0.501
7.550,188.030,0.000,-0.418
8.350,188.030,0.000,-0.261
9.150,188.030,0.000,-0.179
-1.250,189.030,0.000,-0.100
-0.450,189.030,0.000,-0.153
0.350,189.030,0.000,-0.230
1.150,189.030,0.000,-0.346
1.950,189.030,0.000,-0.436
2.750,189.030,0.000,0.350
3.550,189.030,0.000,2.088
4.350,189.030,0.000,1.879
5.150,189.030,0.000,0.847
5.950,189.030,0.000,0.456
6.750,189.030,0.000,-0.380
7.550,189.030,0.000,-0.356
8.350,189.030,0.000,-0.231
9.150,189.030,0.000,-0.146
-1.250,190.030,0.000,-0.086
-0.450,190.030,0.000,-0.123
0.350,190.030,0.000,-0.187
1.150,190.030,0.000,-0.279
1.950,190.030,0.000,-0.310
2.750,190.030,0.000,0.622
3.550,190.030,0.000,1.821
4.350,190.030,0.000,1.120
5.150,190.030,0.000,0.656
5.950,190.030,0.000,0.601
6.750,190.030,0.000,-0.263
7.550,190.030,0.000,-0.286
8.350,190.030,0.000,-0.182
9.150,190.030,0.000,-0.122
-1.250,191.030,0.000,-0.073
-0.450,191.030,0.000,-0.097
0.350,191.030,0.000,-0.144
1.150,191.030,0.000,-0.206
1.950,191.030,0.000,-0.232
2.750,191.030,0.000,0.193
3.550,191.030,0.000,0.431
4.350,191.030,0.000,0.105
5.150,191.030,0.000,0.204
5.950,191.030,0.000,0.270
6.750,191.030,0.000,-0.213
7.550,191.030,0.000,-0.210
8.350,191.030,0.000,-0.140
9.150,191.030,0.000,-0.097
-1.250,192.030,0.000,-0.053
-0.450,192.030,0.000,-0.072
0.350,192.030,0.000,-0.096
1.150,192.030,0.000,-0.132
1.950,192.030,0.000,-0.188
2.750,192.030,0.000,-0.215
3.550,192.030,0.000,-0.255
4.350,192.030,0.000,-0.280
5.150,192.030,0.000,-0.266
5.950,192.030,0.000,-0.222
6.750,192.030,0.000,-0.188
7.550,192.030,0.000,-0.136
8.350,192.030,0.000,-0.097
9.150,192.030,0.000,-0.070
-1.250,193.030,0.000,-0.040
-0.450,193.030,0.000,-0.052
0.350,193.030,0.000,-0.064
1.150,193.030,0.000,-0.091
1.950,193.030,0.000,-0.109
2.750,193.030,0.000,-0.131
3.550,193.030,0.000,-0.159
4.350,193.030,0.000,-0.161
5.150,193.030,0.000,-0.151
5.950,193.030,0.000,-0.138
6.750,193.030,0.000,-0.108
7.550,193.030,0.000,-0.088
8.350,193.030,0.000,-0.062
9.150,193.030,0.000,-0.047
-1.250,194.030,0.000,-0.023
-0.450,194.030,0.000,-0.035
0.350,194.030,0.000,-0.042
1.150,194.030,0.000,-0.057
1.950,194.030,0.000,-0.072
2.750,194.030,0.000,-0.075
3.550,194.030,0.000,-0.087
4.350,194.030,0.000,-0.085
5.150,194.030,0.000,-0.083
5.950,194.030,0.000,-0.076
6.750,194.030,0.000,-0.065
7.550,194.030,0.000,-0.050
8.350,194.030,0.000,-0.037
9.150,194.030,0.000,-0.030
-1.250,195.030,0.000,-0.020
-0.450,195.030,0.000,-0.021
0.350,195.030,0.000,-0.028
1.150,195.030,0.000,-0.031
1.950,195.030,0.000,-0.040
2.750,195.030,0.000,-0.043
3.550,195.030,0.000,-0.043
4.350,195.030,0.000,-0.052
5.150,195.030,0.000,-0.046
5.950,195.030,0.000,-0.040
6.750,195.030,0.000,-0.036
7.550,195.030,0.000,-0.026
8.350,195.030,0.000,-0.022
9.150,195.030,0.000,-0.017
