I,U,delme
2.30850E+1,1.71135E-8,2.35710E-3
2.33700E+1,-6.54285E-9,2.38740E-3
2.36550E+1,1.61065E-8,2.41800E-3
2.39400E+1,4.02669E-9,2.44870E-3
2.42250E+1,-6.54328E-9,2.47810E-3
2.45100E+1,3.52324E-9,2.50790E-3
2.47950E+1,-8.05348E-9,2.53870E-3
2.50800E+1,2.01288E-9,2.56880E-3
2.53650E+1,1.50994E-8,2.59790E-3
2.56500E+1,1.45964E-8,2.62670E-3
2.59350E+1,-1.25832E-8,2.65580E-3
2.62200E+1,-2.01320E-9,2.68610E-3
2.65050E+1,5.53669E-9,2.71700E-3
2.67900E+1,1.05702E-8,2.74740E-3
2.70750E+1,-2.36560E-8,2.77720E-3
2.73600E+1,3.02027E-9,2.80740E-3
2.76450E+1,-4.52963E-9,2.83820E-3
2.79300E+1,-1.05696E-8,2.86910E-3
2.82150E+1,1.00719E-9,2.89950E-3
2.85000E+1,2.01385E-9,2.92930E-3
2.87850E+1,-1.20795E-8,2.95840E-3
2.90700E+1,-8.55618E-9,2.98840E-3
2.93550E+1,-1.50997E-8,3.01780E-3
2.96400E+1,9.56329E-9,3.04720E-3
2.99250E+1,1.50979E-9,3.07820E-3
3.02100E+1,5.03307E-9,3.10850E-3
3.04950E+1,-1.05705E-8,3.13930E-3
3.07800E+1,-1.81202E-8,3.17020E-3
3.10650E+1,1.81193E-8,3.20000E-3
3.13500E+1,-4.53020E-9,3.23120E-3
3.16350E+1,1.50971E-9,3.26120E-3
3.19200E+1,-5.03342E-9,3.29150E-3
3.22050E+1,-5.53675E-9,3.32220E-3
3.24900E+1,-1.20799E-8,3.35110E-3
3.27750E+1,-1.15765E-8,3.38110E-3
3.30600E+1,-2.01329E-9,3.41070E-3
3.33450E+1,5.53659E-9,3.44040E-3
3.36300E+1,-1.00665E-9,3.47170E-3
3.39150E+1,-1.45963E-8,3.50220E-3
3.42000E+1,1.15767E-8,3.53280E-3
3.44850E+1,3.02009E-9,3.56350E-3
3.47700E+1,-1.30863E-8,3.59490E-3
3.50550E+1,8.55654E-9,3.62440E-3
3.53400E+1,1.91264E-8,3.65510E-3
3.56250E+1,-5.53665E-9,3.68600E-3
3.59100E+1,1.50997E-8,3.71680E-3
3.61950E+1,9.56320E-9,3.74870E-3
3.64800E+1,3.02000E-9,3.78000E-3
3.67650E+1,1.86231E-8,3.81080E-3
3.70500E+1,9.56349E-9,3.84200E-3
3.73350E+1,1.05701E-8,3.87290E-3
3.76200E+1,7.55045E-9,3.90520E-3
3.79050E+1,2.41602E-8,3.93620E-3
3.81900E+1,3.07033E-8,3.96690E-3
3.84750E+1,3.62398E-8,3.99860E-3
3.87600E+1,5.33531E-8,4.03020E-3
3.90450E+1,6.34195E-8,4.06160E-3
3.93300E+1,8.95924E-8,4.09320E-3
3.96150E+1,9.81488E-8,4.12470E-3
3.99000E+1,1.22308E-7,4.15720E-3
4.01850E+1,1.42945E-7,4.18820E-3
4.04700E+1,1.87238E-7,4.21990E-3
4.07550E+1,2.18444E-7,4.25050E-3
4.08690E+1,2.46127E-7,4.26370E-3
4.09830E+1,2.54683E-7,4.27710E-3
4.10970E+1,2.86897E-7,4.29050E-3
4.12110E+1,3.29679E-7,4.30270E-3
4.13250E+1,3.29679E-7,4.31520E-3
4.14390E+1,3.87562E-7,4.32700E-3
4.15530E+1,4.14238E-7,4.34010E-3
4.16670E+1,4.48967E-7,4.35340E-3
4.17810E+1,4.86213E-7,4.36570E-3
4.18950E+1,5.28493E-7,4.37600E-3
4.20090E+1,5.57182E-7,4.38780E-3
4.21230E+1,6.06005E-7,4.39930E-3
4.22370E+1,6.61370E-7,4.41210E-3
4.23510E+1,6.95596E-7,4.42410E-3
4.24650E+1,7.57002E-7,4.43600E-3
4.25220E+1,7.75625E-7,4.44180E-3
4.25790E+1,8.10858E-7,4.44660E-3
4.26360E+1,8.23441E-7,4.45220E-3
4.26930E+1,8.78304E-7,4.45760E-3
4.27500E+1,9.04477E-7,4.46420E-3
4.28070E+1,9.30147E-7,4.47030E-3
4.28640E+1,9.59340E-7,4.47630E-3
4.29210E+1,9.98097E-7,4.48200E-3
4.29780E+1,1.03283E-6,4.48800E-3
4.30350E+1,1.08769E-6,4.49430E-3
4.30920E+1,1.10732E-6,4.50070E-3
4.31490E+1,1.16570E-6,4.50650E-3
4.32060E+1,1.19439E-6,4.51200E-3
4.32630E+1,1.24120E-6,4.51750E-3
4.33200E+1,1.26889E-6,4.52330E-3
4.33770E+1,1.30261E-6,4.52980E-3
4.34340E+1,1.35596E-6,4.53590E-3
4.34910E+1,1.39874E-6,4.54140E-3
4.35480E+1,1.44152E-6,4.54740E-3
4.36050E+1,1.49236E-6,4.55410E-3
4.36620E+1,1.55276E-6,4.56020E-3
4.37190E+1,1.61266E-6,4.56680E-3
4.37760E+1,1.64638E-6,4.57260E-3
4.38330E+1,1.69722E-6,4.57990E-3
4.38900E+1,1.76718E-6,4.58640E-3
4.39470E+1,1.83966E-6,4.59340E-3
4.40040E+1,1.88395E-6,4.59950E-3
4.40610E+1,1.94586E-6,4.60520E-3
4.41180E+1,2.01733E-6,4.61160E-3
4.41750E+1,2.06716E-6,4.61820E-3
4.41125E+1,1.98915E-6,4.61030E-3
4.40500E+1,1.94687E-6,4.60210E-3
4.39875E+1,1.83815E-6,4.59450E-3
4.39250E+1,1.78177E-6,4.58720E-3
4.38625E+1,1.73094E-6,4.58020E-3
4.38000E+1,1.66551E-6,4.57270E-3
4.37375E+1,1.59756E-6,4.56480E-3
4.36750E+1,1.53716E-6,4.55660E-3
4.36125E+1,1.47676E-6,4.54950E-3
4.35500E+1,1.43599E-6,4.54310E-3
4.34875E+1,1.39220E-6,4.53620E-3
4.34250E+1,1.32224E-6,4.52910E-3
4.33625E+1,1.26587E-6,4.52170E-3
4.33000E+1,1.21302E-6,4.51510E-3
4.32375E+1,1.17628E-6,4.50810E-3
4.31750E+1,1.14255E-6,4.50160E-3
4.31125E+1,1.09474E-6,4.49410E-3
4.30500E+1,1.05346E-6,4.48700E-3
4.29875E+1,1.00011E-6,4.47950E-3
4.29250E+1,9.63872E-7,4.47230E-3
4.28625E+1,9.21592E-7,4.46580E-3
4.28000E+1,8.91895E-7,4.45830E-3
4.27375E+1,8.62198E-7,4.45070E-3
4.26750E+1,8.10356E-7,4.44310E-3
4.26125E+1,7.86699E-7,4.43590E-3
4.25500E+1,7.50963E-7,4.42840E-3
4.24875E+1,7.15227E-7,4.42190E-3
4.24250E+1,6.89054E-7,4.41460E-3
4.23625E+1,6.66908E-7,4.40670E-3
4.23000E+1,6.31171E-7,4.39940E-3
4.22375E+1,6.08522E-7,4.39230E-3
4.21750E+1,5.72786E-7,4.38450E-3
4.21125E+1,5.54163E-7,4.37790E-3
4.20500E+1,5.38560E-7,4.37030E-3
4.19875E+1,5.26480E-7,4.36300E-3
4.19250E+1,4.89737E-7,4.35550E-3
4.18625E+1,4.65074E-7,4.34790E-3
4.18000E+1,4.45948E-7,4.34150E-3
4.17375E+1,4.16252E-7,4.33500E-3
4.16750E+1,4.09708E-7,4.32820E-3
4.16125E+1,3.88569E-7,4.32130E-3
4.15500E+1,3.71959E-7,4.31420E-3
4.14875E+1,3.49813E-7,4.30730E-3
4.14250E+1,3.41256E-7,4.30170E-3
4.13625E+1,3.13573E-7,4.29470E-3
4.13000E+1,3.01493E-7,4.28730E-3
4.12375E+1,3.02499E-7,4.27980E-3
4.11750E+1,2.78339E-7,4.27240E-3
4.11125E+1,2.67266E-7,4.26480E-3
4.10500E+1,2.62736E-7,4.25790E-3
4.09875E+1,2.47134E-7,4.25020E-3
4.09250E+1,2.28007E-7,4.24260E-3
4.08625E+1,2.21465E-7,4.23550E-3
4.08000E+1,2.00325E-7,4.22740E-3
4.07375E+1,2.00828E-7,4.22070E-3
4.06750E+1,1.98815E-7,4.21380E-3
4.06125E+1,1.70629E-7,4.20640E-3
4.05500E+1,1.60059E-7,4.19870E-3
4.04875E+1,1.62575E-7,4.19110E-3
4.04250E+1,1.45462E-7,4.18360E-3
4.03625E+1,1.48985E-7,4.17720E-3
4.03000E+1,1.31872E-7,4.17020E-3
4.02375E+1,1.34892E-7,4.16280E-3
4.01750E+1,1.26336E-7,4.15600E-3
4.01125E+1,1.14759E-7,4.14890E-3
4.00500E+1,1.16773E-7,4.14370E-3
3.99875E+1,1.12746E-7,4.13750E-3
3.99250E+1,1.03686E-7,4.11910E-3
3.98625E+1,1.15766E-7,4.11120E-3
3.97375E+1,8.05329E-8,4.09690E-3
3.96125E+1,8.65727E-8,4.08360E-3
3.94875E+1,6.34197E-8,4.07010E-3
3.93625E+1,6.99632E-8,4.05590E-3
3.92375E+1,5.03335E-8,4.04330E-3
3.91125E+1,3.92602E-8,4.02900E-3
3.89875E+1,3.37233E-8,4.01590E-3
3.88625E+1,2.36568E-8,4.00230E-3
3.87375E+1,3.67435E-8,3.98890E-3
3.86125E+1,2.76836E-8,3.97610E-3
3.84875E+1,3.01999E-8,3.96200E-3
3.83625E+1,2.16434E-8,3.94840E-3
3.82375E+1,1.25836E-8,3.93490E-3
3.81125E+1,7.55038E-9,3.92130E-3
3.79875E+1,6.54404E-9,3.90740E-3
3.78625E+1,1.10740E-8,3.89460E-3
3.77375E+1,8.55726E-9,3.88050E-3
3.76125E+1,1.20808E-8,3.86710E-3
3.74875E+1,6.04089E-9,3.85380E-3
3.73625E+1,-7.04555E-9,3.83960E-3
3.72375E+1,9.56425E-9,3.82570E-3
3.71125E+1,-3.52257E-9,3.81230E-3
3.69875E+1,5.04046E-10,3.79850E-3
3.68625E+1,-1.50941E-9,3.78490E-3
3.67375E+1,-5.02760E-10,3.77120E-3
3.66125E+1,2.51697E-9,3.75670E-3
3.64875E+1,-1.15762E-8,3.74370E-3
3.63625E+1,-5.53627E-9,3.72980E-3
3.62375E+1,-1.81192E-8,3.71590E-3
3.61125E+1,-2.91924E-8,3.70230E-3
3.59875E+1,-2.31522E-8,3.68870E-3
3.58625E+1,-1.91256E-8,3.67520E-3
3.57375E+1,-6.03934E-9,3.66240E-3
3.56125E+1,-8.55597E-9,3.64880E-3
3.54875E+1,-1.10725E-8,3.63440E-3
3.53625E+1,-7.54920E-9,3.62120E-3
3.52375E+1,4.53060E-9,3.60730E-3
3.51125E+1,-1.35895E-8,3.59430E-3
3.49875E+1,-1.35895E-8,3.58080E-3
3.48625E+1,-1.25827E-8,3.56760E-3
3.47375E+1,-9.05946E-9,3.55410E-3
3.46125E+1,-5.02712E-10,3.54030E-3
3.44875E+1,-1.05692E-8,3.52700E-3
3.43625E+1,-1.56029E-8,3.51410E-3
3.42375E+1,-1.61062E-8,3.50030E-3
3.41125E+1,-1.50975E-9,3.48610E-3
3.39875E+1,-5.03001E-10,3.47340E-3
3.38625E+1,7.04690E-9,3.45930E-3
3.37375E+1,-1.40932E-8,3.44550E-3
3.36125E+1,2.51661E-9,3.43290E-3
3.34875E+1,-1.50965E-9,3.41970E-3
3.33625E+1,-2.51630E-9,3.40580E-3
3.32375E+1,6.54369E-9,3.39290E-3
3.31125E+1,-1.35894E-8,3.37930E-3
3.29875E+1,-1.40924E-8,3.36610E-3
3.28625E+1,-1.25825E-8,3.35200E-3
3.27375E+1,-2.01276E-9,3.33790E-3
3.26125E+1,1.00719E-9,3.32480E-3
3.24875E+1,9.56375E-9,3.31100E-3
3.23625E+1,-1.76156E-8,3.29810E-3
3.22375E+1,-5.03247E-9,3.28560E-3
3.21125E+1,-1.61056E-8,3.27180E-3
3.19875E+1,-1.10723E-8,3.25830E-3
3.18625E+1,-1.35890E-8,3.24520E-3
3.17375E+1,-1.15757E-8,3.23140E-3
3.16125E+1,-1.76157E-8,3.21790E-3
3.14875E+1,-1.05691E-8,3.20540E-3
3.13625E+1,-1.40924E-8,3.19200E-3
3.12375E+1,-6.54263E-9,3.17860E-3
3.11125E+1,8.05385E-9,3.16500E-3
3.09875E+1,5.03401E-9,3.15140E-3
3.08625E+1,-8.55582E-9,3.13870E-3
3.07375E+1,5.03398E-9,3.12520E-3
3.06125E+1,-1.10725E-8,3.11130E-3
3.04875E+1,-8.55603E-9,3.09780E-3
3.03625E+1,1.00717E-9,3.08410E-3
3.02375E+1,-6.54302E-9,3.07030E-3
3.01125E+1,-3.52313E-9,3.05780E-3
2.99875E+1,-9.56304E-9,3.04400E-3
2.98625E+1,-1.22402E-13,3.03020E-3
2.97375E+1,-4.02673E-9,3.01710E-3
2.94250E+1,-4.02675E-9,2.98470E-3
2.91125E+1,-4.53008E-9,2.95170E-3
2.88000E+1,-7.04641E-9,2.91840E-3
2.84875E+1,-1.86229E-8,2.88640E-3
2.81750E+1,1.79779E-13,2.85340E-3
2.78625E+1,3.02053E-9,2.82020E-3
2.75500E+1,-5.03270E-9,2.78730E-3
2.72375E+1,-1.00588E-9,2.75500E-3
2.69250E+1,-2.51586E-9,2.72210E-3
2.66125E+1,-1.00659E-8,2.69000E-3
2.63000E+1,-1.86224E-8,2.65690E-3
2.59875E+1,-8.55543E-9,2.62360E-3
2.56750E+1,-6.54212E-9,2.59160E-3
2.53625E+1,-1.66087E-8,2.55900E-3
2.50500E+1,-8.05214E-9,2.52650E-3
2.47375E+1,5.53756E-9,2.49360E-3
2.44250E+1,-2.01238E-9,2.46150E-3
2.41125E+1,-1.00656E-8,2.42900E-3
2.38000E+1,-1.00588E-9,2.39640E-3
2.34875E+1,1.51076E-9,2.36420E-3
2.31750E+1,2.01381E-9,2.33170E-3
2.28625E+1,-1.20793E-8,2.29990E-3
2.25500E+1,4.34006E-13,2.26740E-3
2.22375E+1,-1.40927E-8,2.23560E-3
2.19250E+1,-7.04618E-9,2.20370E-3
2.16125E+1,-5.03309E-9,2.17210E-3
2.13000E+1,4.02678E-9,2.13940E-3
2.09875E+1,-1.00661E-8,2.10710E-3
2.06750E+1,2.01370E-9,2.07500E-3
2.03625E+1,-7.04628E-9,2.04260E-3
2.00500E+1,-4.52965E-9,2.01150E-3
1.97375E+1,2.51701E-9,1.97980E-3
1.94250E+1,9.06026E-9,1.94790E-3
1.91125E+1,1.40932E-8,1.91610E-3
1.88000E+1,3.52339E-9,1.88390E-3
1.84875E+1,-6.54328E-9,1.85210E-3
1.81750E+1,2.01322E-9,1.82000E-3
1.78625E+1,1.15764E-8,1.78800E-3
1.75500E+1,5.03119E-10,1.75600E-3
1.72375E+1,2.01310E-9,1.72370E-3
1.69250E+1,-1.25831E-8,1.69160E-3
1.66125E+1,-8.05321E-9,1.66030E-3
1.63000E+1,-1.10732E-8,1.62870E-3
1.59875E+1,-1.61065E-8,1.59710E-3
1.56750E+1,-6.54318E-9,1.56500E-3
1.53625E+1,-8.55609E-9,1.53390E-3
1.50500E+1,-1.86226E-8,1.50210E-3
1.47375E+1,-1.40925E-8,1.46940E-3
1.44250E+1,9.56384E-9,1.43780E-3
1.41125E+1,-1.00569E-9,1.40590E-3
1.38000E+1,-8.05227E-9,1.37480E-3
1.34875E+1,-1.50988E-8,1.34340E-3
1.31750E+1,-8.05219E-9,1.31190E-3
1.28625E+1,-3.01937E-9,1.28010E-3
1.25500E+1,-3.52269E-9,1.24870E-3
1.22375E+1,-9.05936E-9,1.21670E-3
1.19250E+1,-7.04612E-9,1.18450E-3
1.16125E+1,4.49156E-13,1.15360E-3
1.13000E+1,-9.56295E-9,1.12180E-3
1.09875E+1,-1.56029E-8,1.09120E-3
1.06750E+1,3.61274E-13,1.05930E-3
1.03625E+1,-8.05286E-9,1.02810E-3
1.00500E+1,-4.02618E-9,9.96200E-4
9.73750E+0,-8.05280E-9,9.65400E-4
9.42500E+0,-1.25827E-8,9.33600E-4
9.11250E+0,-1.61055E-8,9.02100E-4
8.80000E+0,-8.55562E-9,8.71100E-4
8.48750E+0,-1.56021E-8,8.39900E-4
8.17500E+0,-8.05218E-9,8.08800E-4
7.86250E+0,-3.52228E-9,7.77300E-4
7.55000E+0,5.04337E-10,7.46100E-4
7.23750E+0,-1.10724E-8,7.14600E-4
6.92500E+0,-5.03250E-9,6.83700E-4
6.61250E+0,-2.01301E-9,6.51700E-4
6.30000E+0,-3.52299E-9,6.20400E-4
5.98750E+0,-1.50995E-8,5.88900E-4
5.67500E+0,-1.05696E-8,5.57900E-4
5.36250E+0,-9.05959E-9,5.27500E-4
5.05000E+0,5.03551E-10,4.95800E-4
4.73750E+0,-8.55632E-9,4.64800E-4
4.42500E+0,-7.04626E-9,4.33200E-4
4.11250E+0,-1.50995E-8,4.02600E-4
3.80000E+0,-2.26494E-8,3.70700E-4
3.48750E+0,-6.54300E-9,3.39800E-4
3.17500E+0,-4.02647E-9,3.09200E-4
2.86250E+0,-2.41593E-8,2.78300E-4
2.55000E+0,-8.55621E-9,2.47200E-4
2.23750E+0,-2.51629E-9,2.16400E-4
1.92500E+0,-9.05953E-9,1.85400E-4
1.61250E+0,-7.04623E-9,1.54500E-4
1.30000E+0,-9.05953E-9,1.23700E-4
9.87500E-1,-1.45962E-8,9.22000E-5
6.75000E-1,-1.50972E-9,6.12000E-5
3.62500E-1,-1.05695E-8,3.01000E-5
5.00000E-2,-1.00663E-8,8.00000E-7
0.00000E+0,-2.66760E-8,8.00000E-7
0.00000E+0,-2.16427E-8,5.00000E-7
0.00000E+0,-6.54287E-9,8.00000E-7
0.00000E+0,-8.55617E-9,7.00000E-7
0.00000E+0,-1.40926E-8,7.00000E-7
