I,U,delme
4.82550E+0,-1.30874E-8,5.10100E-4
4.51300E+0,-2.41606E-8,4.76400E-4
4.20050E+0,-6.54453E-9,4.42000E-4
3.88800E+0,-3.12075E-8,4.08700E-4
3.57550E+0,-3.02092E-9,3.75000E-4
3.26300E+0,-1.15775E-8,3.41500E-4
2.95050E+0,-3.72468E-8,3.08000E-4
2.63800E+0,-1.86237E-8,2.74800E-4
2.32550E+0,-2.01335E-8,2.40500E-4
2.01300E+0,-1.86235E-8,2.07100E-4
1.70050E+0,-1.30869E-8,1.73100E-4
1.38800E+0,-1.96305E-8,1.39100E-4
1.07550E+0,-2.21471E-8,1.05500E-4
7.63000E-1,-3.67438E-8,7.18000E-5
4.50500E-1,-1.61074E-8,3.90000E-5
1.38000E-1,-2.36573E-8,4.80000E-6
0.00000E+0,-1.00675E-8,1.50000E-6
0.00000E+0,-1.00675E-8,1.60000E-6
0.00000E+0,-1.30872E-8,1.30000E-6
0.00000E+0,-5.18433E-8,1.50000E-6
0.00000E+0,-1.76171E-8,1.30000E-6
