title,angle,slope,intercept,mean,std,var
128-1.2,88.13423496380639,30.698145196471636,-56.11331514894432,0.2692512038523274,1.730236661730546,2.993718905596464
128-2.1,88.33969442124558,34.499517446934604,-70.24252510408469,0.3015788497217069,2.1983249224266057,4.832632464561942
128-2.2,88.3708862020497,35.16042791996461,-72.02472656017217,0.35856110154905335,2.2364730774818247,5.001811826301024
128-3.1,88.2903896255134,33.50399329912006,-54.493006901584366,0.16036801242236026,1.095029420306616,1.1990894313370433
128-3.2,88.51113283484115,38.474139189279185,-64.54215251135903,0.17101311953352769,1.050701320611143,1.1039732651340002
129-4.2,88.53750039802175,39.16810319105559,-59.356651118816764,0.11851462994836488,0.8774612731799296,0.769938285930543
